,Article Title,Category
1994,Excitement as Cannes Film Festival reopens after pandemic hiatus,Art
1995,"Oscar-winning Russian director Menshov dies of Covid at 81



Menshov, who won the Oscar for best foreign film in 1981, died as a result of complications from Covid-19, Moscow film studios, Mosfilm, confirmed in a statement.",Art
1996,"Countdown for 74th edition of Cannes Film Festival



On Tuesday, the Cannes Film Festival, delayed from May to July, will finally open its doors for its 74th and maybe most critical edition",Art
1997,"Prominent Egyptian cinematographer Ramses Marzouk dies at 81



With his departure on 2 July, Egypt lost one of the most important directors of photography whose work marked the cinema for over 60 decades",Art
1998,"European Union announces winners during the Aswan International Film Festival for Women



The award is a special prize of EUR 3,000 handed out to the best film addressing women’s rights and empowerment",Art
1999,"Alexandria Film Festival for Mediterranean Countries to honour Egyptian scriptwriter Youssef Maati



The 37th edition of the festival will take place between 25 September and 1 October",Art
2000,"Palestinian multi-award winning filmmaker Najwa Najjar among honourees of Aswan Int'l Film Festival for Women



Najwa Najjar also heads the jury members for the Euro-Mediterranean Film Competition sponsored by the European Union in Egypt in collaboration with EUNIC Egypt",Art
2001,"European Union supports Aswan International Film Festival for Women 



The festival's 5th edition takes place between 24 and 29 June",Art
2002,"Syrian documentary 'Sugar Cage' wins at 22nd Ismailia Int’l Film Festival



The challenging edition concluded on Tuesday, after dozens of documentaries and short films competed in various competitions",Art
2003,"Bulgarian filmmaker Radostina Neykova attracts attention in Ismailia with ‘Marmalad’



Her innovative hand-embroidered animation is among the favorite choices for the animation contest at the Ismailia Int’l Film Festival",Art
2004,"Renowned Egyptian film producer and director Hany Guirguis Fawzy dies



Undeniably, Hany Guirguis Fawzy’s films were characterised with a bold approach to subject matters while presenting appealing content",Art
2005,"French-Armenian film Storgetnya among short documentaries discussed in Ismailia



Other films screened and discussed include Lebanon's A City And A Woman and the Netherland's Naya - the Forest Has a Thousand Eyes",Art
2006,"Egyptian actor Ahmed Bedir celebrated at Ismailia Film Festival



Bedir said he prefers to be classified as a comedian, although he is passionate about tragedy and drama",Art
2007,"Egyptian actress Safia El Emari celebrated at Ismailia Int'l Film Festival



The actress was honored after the screening of her latest short film Kan Lak Ma’aya, directed and written by Rogina Bsali",Art
2008,"Ismailia Int'l Film Festival launches 22nd edition



Fourteen short documentaries, 16 short fiction films and 15 short animation films are competing in the main categories",Art
2009,"Ardern says New Zealand mosque attack film should focus on Muslim community not her



A film called “They Are Us” is being planned about the attacks on two mosques by a white supremacist gunman on March 15, 2019, in which 51 people were killed",Art
2010,"Red Sea Film Festival announces $10 mln fund to support projects from Arab World and Africa



The Red Sea Fund aims to launch a new generation of filmmakers and supporting established auteurs as they bring their work from script to screen.",Art
2011,"10 feature documentaries competing at 22nd Ismailia Int'l Film Festival



Have a glimpse at the ten feature documentary films selected to compete at the 22nd edition of the Ismailia Film Festival",Art
2012,"Arab Cinema Centre reveals nominations for annual Critics Awards for Arab Films



Every year, the Critics Awards bring together film critics from all over the world to select the best Arab films",Art
2013,"Egyptian filmmaker Sameh Alaa selected for Cannes short films' jury



Egyptian director, writer and producer Sameh Alaa has won the 2020 Cannes' Palme d'Or for his short film 'I’m Afraid to Forget Your Face'",Art
2014,"Programme: Ismailia Int'l Film Festival for Documentaries and Shorts' 22nd edition



Ahram Online publishes the full Programme of the main activities of the anticipated edition",Art
2015,"Swiss director Julia Bünter's Fiancées will open 22nd Ismailia Int'l Film Festival



The debut feature documentary of Bünter draws a portrait of Cairo’s modern society following the marriage stories of three women, amid challenging cultural traditions",Art
2016,"Two short films by Egyptian director Morad Mostafa compete at Karlovy Vary festival



What We Don't Know About Mariam an Henet Ward are both in the official competition at the Czech Republic's Karlovy Vary International Film Festival (KVIFF)",Art
2017,"'Saheb El-Maqam', 'Curfew' garner most awards at Egyptian Catholic Centre Film Festival



Mohamed Al Adl's Saheb El Maqam and Amir Ramses's Curfew garnered most awards with the first gaining five and the latter four recognitions at one of Egypt's oldest festivals",Art
2018,"Celebrating 87th birthday of late Egyptian actress Zahrat El-Oula Bakir



She shared the screen with renowned actors of the generation including Wahby, Tulaimat, icon of Egyptian comedy Ismail Yassin, among numerous others",Art
2019,"Egyptian film 'Feathers' to compete at Cannes' Critics Week



The first representation for Egypt at Semaine de la Critique, 'Feathers', the debut feature film of Egyptian director Omar El-Zohairy, will be competing with important films from France, Italy, Spain, Colombia and other countries",Art
2020,"Moroccan production 'Casablanca Beats' scoops a nod in Cannes Film Festival's main competition



The list of the films to be screened within the 74th Cannes Film Festival was announced last Thursday",Art
2021,"Red Sea International Film Festival to host Saudi Cinema Nights in Jeddah



The highlights of the event include the world premier of 'Carnaval City' and the Arab premier of '40 Years and One Night'",Art
2022,"Egyptian movie star Ahmed Helmy named UNICEF's MENA ambassador 



Helmy’s post will focus on promoting child rights and awareness on early childhood development issues in the region",Art
2023,"Ismailia Int'l Film Festival for Documentaries and Shorts scheduled for mid-June



The 22nd edition of the Arab festival -- the first of its kind -- was finally approved after successive rescheduling due to COVID-19 concerns",Art
2024,Factfile: 24 Films competing for 74th Cannes Film Festival's Palme d'Or,Art
2025,"Cairo International Film Festival opens doors to submissions for its 43rd edition



The festival will be held between 1 and 10 December 2021 while the submissions deadline is 31 August",Art
2026,"Egyptian film 'I am Afraid to Forget Your Face' receives 'honorable mention' at Toronto Arab Film Festival



The festival's second edition closed on Monday 31st May",Art
2027,"UK's SAFAR Film Festival to hold fifth edition in hybrid format



Teaming up with the Shubbak festival, SAFAR is the only festival in the UK solely focused on Arab cinema",Art
2028,"Oman's second Cinemana Arab Film Festival reveals winners, expresses solidarity with Palestinian struggles



The festival's third edition will include a special category titled Jerusalem is the Eternal Capital of Palestine, inviting filmmakers to shed light on Palestinian struggles",Art
2029,"Eyes on Arab titles prior to Cannes Film Festival unveiling Official Selection in June



The festival's 74th edition is due to run between 6 and 17 July",Art
2030,"The fourth edition of 'Visions': Cairo Egyptian Short Film Festival' goes online



In its fourth edition, the festival will screen 123 films, 50 of which will take part in the official competition",Art
2031,"'Passion is the keyword': Lebanese artist Jorj Abou Mhaya on Alephia 2053, first Arab animated futuristic thriller



Created and written by Rabih Sweidan and directed by Jorj Abou Mhaya, Alephia 2053 has garnered over eight million views on YouTube since March",Art
2032,Academy of Motion Picture Arts and Sciences announces date of 94th Oscars,Art
2033,"Remembering Faten Hamama: More than Egypt's 'Lady of the Silver Screen'



Ahram Online remembers Faten Hamama on what would have been her 90th birthday",Art
2034,"Palestine in focus at San Diego Arab Film Festival 



The festival aims to promote understanding of the issues of the Arab and Islamic world and of the Palestinian issue in particular",Art
2035,"Egypt President Sisi keeps tabs on condition of multi-award actor Sherif Desouky 



The diabetic actor sustained an injury while shooting a TV series, and complications caused him to undergo foot amputation",Art
2036,"Egyptian multi-award actor Sherif Desouky to start rehabilitation after foot amputation



The actor sustained his injury while shooting a TV series but his diabetic complications forced him to opt for amputation",Art
2037,"Egyptian, Arab artists take to social media to mourn legendary comedian Samir Ghanem



Ghanem died yesterday in one of Cairo's hospitals where he was admitted after being infected with COVID-19 in late April",Art
2038,"Iconic Egyptian comedian Samir Ghanem dies at 84



Ghanem has been one of the favorite comedians performing in dozens of theatre works, television series and films over the span of over half a century long career, leaving a memorable imprint in all of them",Art
2039,BREAKING: Iconic Egyptian comedian Samir Ghanem dies at 84,Art
2040,"The Red Sea International Film Festival calls for submissions



The anticipated first edition is finally scheduled for November and is currently accepting submissions across a range of categories.",Art
2041,"Egyptian director Aqle 'satisfied' with his debut thriller House of Setnakht



Egyptian director Ahmed Adel Aqle expressed his satisfaction over the online screening of his debut film, pledging higher professionalism standards in his upcoming thrillers",Art
2042,"Epic film restoration for 7-hour Napoleon classic



When they began in 2008, he and editor Laure Marchaut had only planned to spend a few months tidying up Gance's archives in the basement of the Cinematheque Francaise in Paris.",Art
2043,"Iraqi actress Nadia El-Iraqia dies at 58 in Cairo after suffering from COVID-19



Since February 2020's outbreak, the coronavirus pandemic has taken the lives of many popular actors; including Ragaa Al-Geddawy, Youssif Sha'aban, Hadi Al-Gayar, among others",Art
2044,"CORRECTION: Kristen Stewart's Palestinian-scarf photo on Facebook is fake



With a post on a verified Facebook page, the Twilight's star has trended on social media for a pro-Palestine post that was proved to be fake",Art
2045,"Egypt's Ismailia and Aswan film festivals postponed indefinitely due to COVID-19



The new dates will be announced after the return of the cultural and cinematic public activities",Art
2046,"'I Am Afraid to Forget Your Face' represents Egypt at Toronto Arab Film Festival



The festival's second edition will take place virtually in the last week of May",Art
2047,"Ismailia Int'l Film Festival to honour veteran film critic Kamal Ramzy



The 22nd edition of the Arab region's first festival for documentaries and short films is scheduled to take place after two weeks",Art
2048,"Family of iconic Egyptian comedy star Samir Ghanem suffers from COVID-19



Some of the country's most popular actors; Samir Ghanem, Dalal Abdel-Aziz, Donia and Amy Samir Ghanem ask for prayers as they suffer from the global pandemic",Art
2049,"Google celebrates 75th birthday of late Egyptian actor Nour El-Sherif with a doodle



The iconic Egyptian actor was born on 28 April 1946 and died on 11 August 2015",Art
2050,"'Nomadland' scoops three Oscars at the social distanced 93rd Academy Awards



Nomadland (2020) won Oscars for Best Achievement in Directing (Chloé Zhao), Best Motion Picture of the Year and Best Performance by an Actress in a Leading Role (Frances McDormand)",Art
2051,"All the winners at the 93rd Academy Awards



Here are the winners in all categories at the Oscars 2021, which were handed out in Los Angeles on Sunday",Art
2052,'Another Round' wins Oscar for best international film,Art
2053,"Aswan Int'l Women's Film Festival dedicates 5th edition to Kawthar Heikal



The multi-awarded scriptwriter Kawthar Heikal (1945-2021) wrote many important films with some considered among the Egyptian cinema's romantic classics",Art
2054,"Oscars in the time of the COVID: 93rd Academy Awards at two locations, plenty suspense



Egyptian film aficionados will be able to watch the ceremony at 2am on Monday, an event which is expected to bring many surprises to a big selection of remarkable films, actors, directors and crew members",Art
2055,"Submissions for the 2nd Film My Design Festival open



The submissions of films featuring the untold stories of Egypt's vibrant creative scene with a focus on design, architecture and urbanism is open until 1 May",Art
2056,"Egyptian screenwriter Mariam Naoum to co-write 'The Alexandria Killings' with Oscar-winning Terry George



The Arabic serial killer series 'The Alexandria Killings' is based on a true story of Raya and Sakina, who robbed and killed many women in 1920's Alexandria",Art
2057,"Factbox: Key nominations for the 2021 Academy Awards



The Academy Awards, or Oscars, will be handed out at a ceremony in Los Angeles on Sunday and broadcast live on ABC television.",Art
2058,"Egyptian screenwriter Mostafa Moharam dies aged 81 



Moharam was among the most important screenwriters in Egypt with dozens of films and television series carrying his name",Art
2059,"Egyptian director Ayten Amin's 'Souad' to premiere in Tribeca Film Festival's International Competition



The film was chosen for Cannes Film Festival's Official Selection in its cancelled 2020 edition, and it was also chosen to participate in Berlinale 2021 in June",Art
2060,Oscars producers lift the lid on nearly 'impossible' ceremony,Art
2061,"'We hope to hold the 14th Panorama of the European Film in November': Zawya



the panorama's 13th edition was scheduled to take place in November 2020, however, due to the COVID-19 pandemic it was postponed till April 2021",Art
2062,"'Cairo: Symphony of a City' and 'Quarantine 2020' win Corona in the Lenses of Creators competition



The competition was organised by the Freedom Centre for Creativity in Alexandria",Art
2063,"Egyptian director Morad Mostafa's second short film wins at Spain's Mecal festival 



'What we don't know about Mariam' is the second short film for the young director after his multi awarded debut 'Henet Ward'",Art
2064,"'Let's Talk' and 'I Am Afraid To Forget Your Face' to represent Egypt at Berlin Arab Film Festival



Dubbed the ALFILM 'Home Edition', the festival's 12th round will run online between 21 and 30 April 2021",Art
2065,"The courage of the Egyptian mother in Mohamed Kheidr's debut short film 'Tuk-tuk'



The debut short by Mohamed Kheidr focuses on the women, and particularly mothers, living in impoverished areas",Art
2066,"Egyptian film Curfew wins Audience Award at 11th Malmö Arab Film Festival



Directed by Amir Ramses, Curfew premiered at the 42nd Cairo International Film Festival in December",Art
2067,"Cairo International Film Festival's 43rd edition scheduled for December



The CIFF is the oldest annual international film festival in Africa and the Middle East",Art
2068,"Complete list of the 11th Malmö Arab Film Festival winners



The festival took place between 6 and 11 April 2021",Art
2069,Recession drama Nomadland wins best film at BAFTA awards,Art
2070,"Aswan Int'l Women's Film Festival to honour Egyptian director Sandra Nashaat



In addition to her recent patriotic documentaries, Sandra Nashaat's filmography includes eight long narrative films, most seeing wide commercial success",Art
2071,"Awards of the 10th Luxor African Film Festival revealed



The 10th edition of the LAFF was held between 26 and 31 March under the slogan ‘Ten Years of Imagination’",Art
2072,"Egyptian comedy film 'Wa’fet Regala' continues successful run



Wa’fet Regala is becoming one of the most watched films ever in newly established Saudi Arabian theaters",Art
2073,"10th Luxor African Film Festival to honour Egyptian veteran actress Nadia El-Gendy



The festival's 10th edition will launch at Luxor's Karnak Temple on 26 March, with activities taking place until 1 April",Art
2074,"Between Two Seas scoops 6 awards at Egyptian National Film Festival



The new awards raise the film's tally to 21 international awards in total",Art
2075,"Prominent Egyptian film critic Tarek El-Shennawy contracts COVID-19



 'My journey with the quarantine has just started,' stated El-Shennawy, who is among the country’s most acclaimed critics, requesting the public's prayers for a speedy recovery",Art
2076,"Egyptian independent film 'Trapped' premiers at US' SXSW festival



Trapped revolves around the stories of a number of women, symbolising a 'bigger siege that depicts the shackles imposed by a patriarchal society,' as the film synopsis reads",Art
2077,"El-Gouna Film Festival opens submissions for fifth edition



The Egyptian festival has launched a special award for environmental films",Art
2078,"Well known Egyptian actor Abdel-Wahab Khalil dies at 80



Among Khalil's most notable roles is 'Am Madani in the classic TV series I Will Not Live in My Father's Robes",Art
2079,"'I never liked red carpets': Golden Bear winner Radu Jude on film festivals held online



Many international film festivals went online due to the coronavirus pandemic, leaving out the traditional red car",Art
2080,"Venice Int'l Film Festival announces open call for Arab and African film projects



The projects will take part in the prestigious Final Cut in Venice workshop that aims to support films in the post-production stage",Art
2081,"American filmmaker Spike Lee appointed president of the 74th Cannes Film Festival's jury



The Cannes Film Festival will take place between 6 and 17 July 2021",Art
2082,"After two cancelled editions, Egyptian National Film Festival kicks off without public screenings



Films are not open for the public, with screenings being attended by jury members only.",Art
2083,"The Present by British-Palestinian Farah Nabulsi nominated for the Oscars



The film won the Best Short Film award at the Jim Sheridan Short Film Competition, which was held for the first time as part of the seventh Dublin Arabic Film Festival in January",Art
2084,"Tunisia makes history as 93rd academy awards announced



The nominees for the 93rd Academy Awards has been unveiled on Monday",Art
2085,"Kaouther Ben Hania's The Man Who Sold His Skin gives Tunisia first nomination for an Oscar



'The Man Who Sold His Skin' was part of CineGouna SpringBoard’s projects in development selection during the 2nd edition of the Egyptian Gouna Film Festival",Art
2086,"Factfile: Oscar nominees in main categories



Here are the nominees in key categories for the 93rd Academy Awards, to be handed out in Hollywood on April 25",Art
2087,"Sudan guest of honour at 10th Luxor African Film Festival



Sudanese broadcaster Tasnim Rabeh will open the festival at Luxor's Karnak Temple",Art
2088,"'Curfew' starring Elham Shahin is Egypt's only entry to India's Pune Int'l Film Festival



The festival will take place between 18 and 25 March in Pune, a city located in the Maharashtra state, west of India",Art
2089,"5th Aswan Int'l Women Film Festival to take place in May



The festival was planned to take place in February; however, the dates were moved due to the COVID-19 pandemic",Art
2090,From The Kid to The Great Dictator: Restored Charlie Chaplin films to be released in cinemas worldwide,Art
2091,"El Gouna Film Festival announces dates for fifth edition



The GFF director pledges to maintain the festival's contribution to cinema development regionally and internationally",Art
2092,"Tunisian actor Dhafer L'Abidine announces his directorial debut with 'Ghodwa'



The film's script is written by Egyptian filmmaker Ahmed Amer",Art
2093,"Romania wins third Golden Bear at 71st Berlin International Film Festival



For the first time in its history, the festival announced its awards online without holding an official live ceremony",Art
2094,"Luxor African Film Festival gears up for 10th edition



Poster revealed for the special edition that will see 'a lot of surprises'",Art
2095,"Saudi Arabia's Red Sea International Film Festival announces 2021 festival dates



Following the delay due to the COVID-19 pandemic, the organisers revealed that Saudi Arabia's nascent film festival will take place in November this year",Art
2096,"Seven Arab films to be screened at 71st Berlinale



Lebanon’s Memory Box is competing for the Golden Bear",Art
2097,"A Globe night like no other: The 78th Golden Globes Awards



The 78th Golden Globe Awards was broadcast live on 28 February 2021, from The Beverly Hilton in Beverly Hills, California",Art
2098,"Egyptian actress Ahlam El-Geretly dies at age 73



Born on 20 February 1948, El-Geretly is known for many roles mainly in television series, in addition to some appearances in cinema",Art
2099,"Veteran Egyptian actor Youssef Shaaban dies of coronavirus aged 89



Born in Cairo on July 16, 1931, Shaaban graduated from the Higher Institute of Theatrical Arts, where he studied acting",Art
2100,"Egyptian filmmaker Ayten Amin to speak for WCF at 71st Berlinale on 'Decolonising Cinema'



Egyptian film scholar Viola Shafik will also open the event with a live talk about the definition of the focus theme",Art
2101,"Egyptian artist Basim Magdy on jury of International Short Film competition at Berlinale 2021 



Born in 1977 in Assiut, Magdy graduated from the Faculty of Fine Arts of Helwan University, Cairo. He lives and works in Basel, Switzerland",Art
2102,"Launch of official website commemorating renowned late Egyptian screenwriter Wahid Hamed



The new website has been launched by Wahid Hamed's son, film director Marwan Hamed",Art
2103,"Egypt among five countries hosting inaugural Film O’Clock Int'l Festival



In its first edition, the festival will run for five consecutive days, screening films simultaneously in countries located at the same time zone: Egypt, Lithuania, Romania, Greece, and South Africa",Art
2104,"Art Alert: Large selection of Japanese films to screen online in Egypt for limited time



The films will be screened between 26 February and 7 March according to the schedule released by the Japanese Film Festival",Art
2105,"'It’s been a dream of mine': Egyptian-Canadian Mena Massoud unveils poster for Egyptian production In Broad Daylight



Directed by Morcos Adel, with a script by Karim Sorour, the film 'Fe Ez Al-Dohr' will be Massoud's first appearance in an Egyptian production",Art
2106,"Art Alert: Egypt's Cinema Culture Centre to screen Shadi Abdel-Salam's classic The Mummy 



The film was selected as the Egyptian entry for the Best Foreign Language Film at the 43rd Academy Awards in 1971 but was not nominated",Art
2107,"'Binge-watching is in fashion': Egypt's filmmaker Amr Salama on screen arts in times of pandemic 



Film director Amr Salama shares his take on film and series making and a new launch of Omar Sharif and Roubi",Art
2108,"Egypt's renowned filmmaker Amir Ramses tests positive for COVID-19



Ramses's condition is not serious and does not require hospitalisation",Art
2109,"AUC announces films, jury of 'Visions: Cairo Egyptian Short Film Festival'



In its fourth edition, the festival will screen 135 films, 50 of which will take part in the official competition",Art
2110,"Egyptian Manal Khaled's Trapped to world premiere at 'South By Southwest Festival' US



Trapped is Egyptian Filmmaker Manal Khaled's feature debut",Art
2111,"Egyptian star-studded film 'Waafet Reggala': You're never old enough to stay young



Currently in Egypt's cinemas, Waafet Regala stars Maged El-Kedwany, Sayed Ragab, Bayoumi Fouad, and Sherief El-Desouky, with a guest appearance from Sawsan Badr",Art
2112,"Two films from Egypt to screen at Berlinale 2021



Souad by Ayten Amin will screen in the festival's Panorama section, while Seven Years Around the Nile Delta by Sharief Zohairy is in Forum Expanded",Art
2113,"Egyptian shorts Tuk-Tuk, Henet Ward to participate in Pan African Film Festival in Los Angeles



The PAFF’s 29th edition is scheduled to take place online between 28 February and 14 March 2021 in the US",Art
2114,"Google celebrates 90th birthday of late Egyptian actress Shadia with a doodle



Shadia was one of the most prominent film stars of her generation. Her career spans from the 1950s all the way to the 80s, appearing in over 112 films, 10 radio serials, and one play",Art
2115,"Remembering Shadia: 'The People's Idol' singer and actress



8 February marks what would have been the 90th birthday of the legendary Egyptian golden age singer and cinema star",Art
2116,"Egyptian actor, writer Sabry Fawwaz contracted coronavirus



The actor is isolating himself at home",Art
2117,"Renowned Tunisian filmmaker Moufida El-Talatli passes away at age 73



El-Talatli received numerous international awards for her work as a film editor and then director",Art
2118,"Egyptian film Between Two Seas to screen in Abu Dhabi with director in attendance



The 2019 film is directed by Anas Tolba and has won a diverse range of awards",Art
2119,"Egyptian renown actor Sayed Ragab infected with COVID-19



The actor confirms that his condition is not worrying and that he is currently self-isolating",Art
2120,"Egypt loses renowned actor Ezzat El-Alaili who dies at age 86



In a career that spanned over 50 years, he worked with the best known Egyptian directors alongside leading actors of his generation and the older giants of the industry",Art
2121,"Luxor African Film Festival accepting submissions to workshop by Egyptian director Saad Hendawy



The African filmmaking workshop will be held during the upcoming edition of the festival",Art
2122,"Bahrain Film Festival to launch its first edition in April



Organised by the Bahrain Cinema Club, the festival will run under the theme of 'Cinema for You'",Art
2123,"Renowned late Egyptian actor Mahmoud Yassin included in culture ministry's 'Lived Here' initiative



The 'Lived Here' initiative aims to place a sign on the building with the name of the renowned person who lived in it",Art
2124,"Two Egyptian films win awards at Abu Dhabi's Al-Ain Film Festival



Abed won Best Film in the 'Make Your Film in the Time of Corona' competition while Ten won Jury Prize in the Falcon Competition for Student Films",Art
2125,"Berlin film fest retools competition for pandemic



The Berlinale, as the event is known, said its jury will be made up of six previous winners of its prestigious Golden Bear who will watch this year's contenders in a large cinema together in the German capital",Art
2126,"Jordanian short Tala’Vision wins two awards at Germany's Max Ophüls Film Festival



The 27-minute drama is written and directed by Murad Abu Eisheh",Art
2127,"Producer Mohamed Hefzy, actress Hend Sabry awarded France's Order of Arts and Letters



Egyptian Producer and President of Cairo Int'l Fin Festival, Hefzy, and Tunisian-Egyptian actress, Sabry, shared the news on their social media accounts",Art
2128,Swedish film festival to screen on remote island for audience of one,Art
2129,"Submissions deadline extended for Egypt's National Film Festival 



The new deadline is 7 February 2021 welcoming features, documentaries, shorts and animated films",Art
2130,"Egyptian actor Mahmoud Abdel-Ghaffar dies at age 60



Abdel-Ghaffar died in the early hours of Friday",Art
2131,"Mixed reviews of The Little Things starring Oscar-winners Denzel Washington, Rami Malek, Jared Leto



 With the release date set on 29 January, a few critics have already reviewed The Little Things starring three Oscar winners, American Washington, Leto and Egyptian-American Rami Malek",Art
2132,"Egypt's Captains of Zaatari to participate in Sundance Film Festival



Captains of Zaatari is the only film from the Middle East to participate in Sundance",Art
2133,"Aladdin's Mena Massoud to star in Egyptian film 'Fe Ez Al-Dohr'



Directed by Morcos Adel, with a script by Karim Sorour, the film will be Massoud's first appearance in an Egyptian production",Art
2134,Cannes Film Festival 2021 postponed due to COVID-19 pandemic,Art
2135,"Egyptian Actor Karim Kassem on jury of International Digital Studio Awards 2021



The panel will also include Saudi Director Shahad Ameen; Amanda Turnbull, the co-founder and CEO of Amanda Turnbull Associates; and Deema Maghalseh, the film lecturer at Middlesex University in Dubai",Art
2136,"Reel Palestine Film Festival infuses Dubai's arthouse cinema with award-winning films



For its 7th edition, the Reel Palestine Film Festival takes place between 22 and 30 January 2021",Art
2137,"Curfew: Egypt's filmmaker Amir Ramses turns an ordinary story into an extraordinary one



Curfew is probably the most beautiful and mature film by Director Amir Ramses",Art
2138,Arizona State University names its new film school after Sidney Poitier,Art
2139,"The Present by British-Palestinian Farah Nabulsi awarded at Dublin Arabic Film Festival



The film won over 20 awards at numerous international festivals",Art
2140,"Documentary on children in Syria's Al-Hol camp wins an award at Dhaka Int'l Film Festival in Bangladesh



Forbidden Children by Russian Director Evdokia Moskvina focuses on the lives of five small children who lost their parents to ISIS",Art
2141,"Two films offer two different tales ahead of Wuhan COVID-19 lockdown anniversary



The first film is a state-backed movie praising Wuhan’s sacrifices; the second, a somber documentary about the pandemic from artist and political activist Ai Weiwei",Art
2142,"The Man Who Sold His Skin by Tunisian director Ben Hania wins in France's Lumières Awards



This year the Lumieres Awards closing ceremony was televised on Canal Plus",Art
2143,"James Bond movie 'No Time to Die' delayed again amid COVID-19 pandemic



The movie’s new debut date is 8 October 2021, according to an announcement on the James Bond website and Twitter feed",Art
2144,"Four Egyptian shorts to screen at France’s Clermont-Ferrand International Short Film Festival 



The festival's 43rd edition will take place online between 29 January and 6 February 2021",Art
2145,"Two Arab films to screen at Int'l Film Festival Rotterdam's 50th edition



The festival will take place online between 1 and 7 February 2021",Art
2146,"Egypt's new Aflemha Online Film Festival will celebrate women filmmakers



The online festival's first edition will take place between 28 January and 4 February 2021",Art
2147,"Egyptian-American Oscar-winning Rami Malek to star in David O. Russell’s new film



The film which title is yet unknown, also stars Zoe Saldana and Robert de Niro",Art
2148,"Egypt's award-winning Henet Ward to screen at Dhaka Int'l Film Festival in Bangladesh



The festival will take place between 16 and 24 January 2021",Art
2149,"Morocco, Saudi Arabia among last Arab entries for 2021 Oscars for Best Int'l Feature Film



A total of nine Arab countries submitted their films to the Academy Awards for Best International Feature Film",Art
2150,"First Jerusalem Festival for Arab Cinema to open this month



The festival will screen international award-winning Arab films, with many submitted to the Academy Award for Best Int'l Feature Film 2021 by their respective countries",Art
2151,"Egypt's filmmakers Amir Ramses, Hala Galal on jury of Jerusalem Festival for Arab Cinema



In its first edition, the festival will screen several Egyptian films alongside entries from other Arab countries",Art
2152,"7th Dublin Arabic Film Festival to hold short film online screenings



Short films will become available to be viewed online between 22 and 24 January",Art
2153,"Egyptian comedy film Wa’fet Regala to release soon



The film stars Maged El-Kidwany leading a reunion trip for boyhood friends Bayoumi Fouad, Sayed Ragab, and Sherif El-Dessouky",Art
2154,"Abu Dhabi's Al-Ain Film Festival to kick off its third edition



The festival's third edition will take place from 23 to 27 January",Art
2155,"Berlin Int'l Film Festival 2021 to be held in two stages: online and physical



The Berlin International Film Festival will hold its industry activities online in March and the public event in June",Art
2156,"Egyptian filmmaker Morcos Adel hospitalised with COVID-19



Adel's latest work as a director is a television series named Second Chance, starring Yasmine Sabry",Art
2157,"Veteran Egyptian screenwriter Wahid Hamed dies at 76



Hamed died shortly after he was admitted to an intensive care unit at a Giza hospital",Art
2158,"Donia Samir Ghanem to be honored at Aswan Int'l Women Film Festival



Celebrating Egyptian younger-generation star actresses is one of the main initiatives of the festival",Art
2159,"Saudi Arabia's Red Sea Film Festival celebrates renowned Egyptian filmmaker Khairy Beshara



The filmmaker held a masterclass in Jeddah, followed by a retrospective honoring his key works, which were restored by the Red Sea Festival Foundation",Art
2160,"Ismailia Int'l Film Festival for Documentaries and Shorts calls for submissions



The 22nd edition of the prestigious event, taking place annually since 1991, has been postponed for one year due to the COVID-19 lockdown, which will finally be held from 1 to 7 April",Art
2161,"A glimpse at 42nd Cairo Int'l Film Festival's winning films



Below are chosen films with their reviews as published by the 42nd Cairo International Film Festival's Daily Bulletin",Art
2162,"Egypt's Searching for Ghazala screens online at Morocco's Agadir Int'l Documentary Film Festival



The festival's 12th edition was originally scheduled for June before it was postponed to December",Art
2163,"INTERVIEW: Egyptian filmmaker Mayye Zayed, protagonist 'Zebiba' on award-winning Lift Like a Girl



Lift Like a Girl which unveils women’s weightlifting community that trains in the streets of Al-Wardian, Alexandria, scooped three awards during the 42nd Cairo International Film Festival",Art
2164,"Limbo, starring British-Egyptian Amir El-Masry as refugee, wins big at Cairo Int'l Film Festival



Ben Sharrock's latest film is an endearing portrait of migrants stranded in a Scottish town, Limbo won the Golden Pyramid Award for Best Film, among other recognitions",Art
2165,"Palestine's Gaza Mon Amour receives two recognitions at 42nd Cairo Int'l Film Festival



Directed by Tarzan and Arab Nasser, the film was screened within CIFF's International Competition",Art
2166,"Egypt's documentary Lift Like a Girl scoops three awards at 42nd Cairo Int'l Film Festival



The film was screened in the festival's official competition",Art
2167,"Winners of the 42nd Cairo International Film Festival



The winners were announced during the closing ceremony which took place 10 December after nine days of the festival's activities",Art
2168,"'Cinema is an art about imagination': Russian director Konchalovsky at Cairo Int'l Film Fest



The masterclass, titled Natural Rebel, was held on 7 December as part of the Cairo Industry Days programme",Art
2169,"Arab films submitted to Oscars for Best Int'l Feature Film: 1956-2020



Cairo Station by Youssef Chahine was the first African and the first Arab film to contend for the award in 1958",Art
2170,"Amid pandemic, Egypt's 42nd Cairo International Film Festival kicks off



This year CIFF will screen 84 films, with numerous international or world premieres",Art
2171,"42nd Cairo International Film Festival opens today amid strict precautionary measures



The festival will continue until 10 December",Art
2172,"PROGRAMME: Cairo Industry Days at the 42nd Cairo International Film Festival



Held between 3 and 7 December, this will be the third edition of Cairo Industry Days held within the CIFF",Art
