,Article Title,Category
1928,"Egypt's sovereign fund, defence ministry's NSPO to sign deal to restructure subsidiaries



The agreement involves to review the restructuring of some of the NSPO companies to utilise them to generate more investments through the fund",Economy
1929,Egypt's PM lauds economic and trade relations with Germany,Economy
1930,"AfDB praises Egypt’s economic performance, seeks further cooperation



AfDB Cooperation portfolio in Egypt records $1.04 billion, investing $6.76 billion in more than 100 projects in electricity, water and sanitation, and other fields",Economy
1931,"Egypt, South Korea to boost partnership in development projects



The cooperation portfolio between South Korea and Egypt records approximately $458 million, including projects to upgrade the transport sector in Egypt",Economy
1932,Egyptian stock exchange’s market cap down EGP 200 mln in January,Economy
1933,"Egypt's publishing industry makes slight recovery amid ongoing challenges



Egypt’s economic reform programme, including floating the pound, put domestic publishers under pressure in recent years. Could digital publishing provide a solution?",Economy
1934,Egypt is a highly vibrant entrepreneurial ecosystem: Seedstars analyst,Economy
1935,"Egypt is important partner to US in the region: US ambassador



Egypt’s Minister of International Cooperation Rania El-Mashat and the US Ambassador to Egypt Jonathan Cohen met on Thursday to discuss bilateral economic cooperation, in line with Egypt’s priorities",Economy
1936,"Egypt's economic reforms are robust, entrepreneurship needs more incentives: Shell Egypt deputy chair



Speaking to Ahram Online, Moataz Darwish pointed to the environment sector in Egypt as an untapped space for entrepreneurship and investment",Economy
1937,CI Capital hopes to bring 4 companies to Egypt stock exchange in 2020,Economy
1938,"Startup challenges and potentials discussed at StartEgypt Forum



StartEgypt is incubating and accelerating new Egyptian startups and entrepreneurship ideas funded with £2 million over three years, according to the programme director",Economy
1939,Remittances from Egyptian expats rise to $2.3 bln in October 2019: CBE,Economy
1940,Boeing posts first annual loss since 1997 as Max costs rise,Economy
1941,Vodafone will continue investments in Egypt after stake sale: CEO,Economy
1942,Vodafone to sell stake in Egyptian unit to Saudi Telecom for $2.4 billion,Economy
1943,"AOI head, US ambassador discuss boosting industrial cooperation",Economy
1944,Uber testing plans to include taxis in Egypt services,Economy
1945,Egypt has become attractive destination for FDI: US ambassador to Cairo,Economy
1946,"Egypt's domestic debt climbs 8%, foreign debt 18% in Q1 of FY2019/20",Economy
1947,UK grants Huawei a limited 5G role,Economy
1948,Saudi discusses possible impact of coronavirus on oil market - SPA,Economy
1949,"EU will not ban Huawei, but impose 'strict' 5G rules",Economy
1950,"Egypt expanded silo capacity by 5.9% to 3.6 mln tonnes in 2019



The government aims to open five more silos",Economy
1951,"Abu Qir Fertilisers earnings drop by 13%, record EGP 1.44 mln



The gross profit margin stood at 37.5 percent in the first half of 2019/20",Economy
1952,"Banque du Caire wins International Finance awards for international, forex transactions",Economy
1953,"Egypt allocates EGP 28.17 bln for urgent commodity and service needs



The bulk of the money was allocated for state grain buyer, the General Authority for Supply Commodities (GASC)",Economy
1954,"Lebanon's Bank Audi chooses Egypt's EFG Hermes as financial advisor in deal to sell its Egypt unit



The bank said on Thursday it was in exclusive negotiations with First Abu Dhabi Bank to sell its Egyptian unit",Economy
1955,"Glovo shuts down in Egypt, three other markets, seeking more profitability",Economy
1956,"IDB president praises Egypt’s economic, legislative reforms



Bandar Haggar and Egypt’s ministers of international cooperation and petroleum and mineral resources met Thursday on the sidelines of the World Economic Forum",Economy
1957,"INTERVIEW: Richard Montgomery, UK executive director of WB says Egypt’s economy achieved significant progress, curbing inflation and deficit



In January, Montgomery and a high-level delegation of WB executive directors visited Egypt for the first visit since 2014 to discuss Egypt’s economic programme and to meet with Egyptian top officials",Economy
1958,"Egypt, UK sign billions-worth deals at investment summit



The new investments reflect the UK's commitment to build long-term, sustainable relationships in the continent, said the UK Trade commissioner for Africa",Economy
1959,"Egypt’s economic, structural reforms enhance private sector's role: Policy, Investment principal at World Economic Forum



Egypt's improved business climate encourages international partners to finance the private sector and facilitate its cooperation with the public sector",Economy
1960,Egypt may add Indian wheat to list of acceptable import origins,Economy
1961,"Egypt is boosting economic growth rates, women's role: Minister at Davos



Egypt is eager to further the participation of the private sector in achieving sustainable development as a key engine for Egypt’s economic growth, said El-Mashat",Economy
1962,"New draft customs law finalised, waiting parliament green light: Egyptian Customs Authority chairman



The draft law aims to simplify procedures for importers and exporters to release their cargos and to reduce time and costs",Economy
1963,"Banque du Caire wins Mastercard award for fastest credit card growth in 2019



The award reflects the increase in the bank’s market share",Economy
1964,"Egypt sovereign fund bringing in Actis to help attract investment



Actis has proposed helping sell one of the three plants built by Siemens, a statement quoted the fund’s chief executive Ayman Soliman as saying.",Economy
1965,"Global growth to increase to 3.3% in 2020, 3.4% in 2021: IMF



The report said that these expectations stem from the downward revisions for India, but the projected recovery for global growth remains uncertain",Economy
1966,"UK to provide £25 mln to boost Egypt's economic development



The UK will provide technical support for Egypt to build the required capabilities to boost structural reforms that involve the private sector",Economy
1967,"Lowering borrowing cost has contributed to reducing public debt: CBE official



The significant decrease in lending interest rates will have a positive effect on the state general budget by reducing the budget deficit",Economy
1968,"Egypt's debt ratio to beat target this year: minister



The primary budget surplus widened to 0.5% of GDP, or 30 billion Egyptian pounds ($1.91 billion), in the final six months of 2019 from 0.4% a year earlier.",Economy
1969,International cooperation minister discusses boosting partnership with the UK's DFI,Economy
1970,Egypt's Arab Organisation for Industrialisation discusses cooperation with Belarus,Economy
1971,Foreign holdings in debt instruments hit $22 bln in 2019: Finance minister.,Economy
1972,"Nile Sat earnings down by 20.5% in 2019, recorded $42.5 mln",Economy
1973,"Portfolio, capital inflows to MENA recorded $155 bln in 2016-2018: IMF



According to the IMF, two-thirds of this sharp increase is attributed to a more favorable global risk sentiment that is notably below its historical average",Economy
1974,"Egypt's Sisi, World Bank aspire for further cooperation 



This is the first visit by a WB delegation since 2014",Economy
1975,Senior German official praises Egypt’s economic reforms,Economy
1976,"Egypt’s 2020 GDP growth estimated at 5.8%: UN report



The World Economic Situation and Prospects report also predicts that one in five countries will see per capita incomes stagnate or decline this year",Economy
1977,"Central Bank of Egypt keeps interest rates unchanged



The Monetary Policy Committee has decided to keep the CBE’s overnight deposit rate, overnight lending rate, and the rate of the main operation unchanged at 12.25 percent, 13.25 percent, and 12.75 percent, respectively",Economy
1978,"EGP flexing muscles against the USD: Is it sustainable?



The EGP, deemed one of the world’s top performers in 2019, has been steadily rising in gains this month, extending a year-long trend that saw it in late December break through EGP 16 per $1 for the first time since 2017",Economy
1979,"'UK eager for further cooperation with Egypt due to its economic growth': UK ambassador



The UK is the largest foreign investor in the Egyptian market with total investments worth $47.4 billion",Economy
1980,European shares edge higher after US-China trade deal,Economy
1981,"Walking on thin ice, Egypt's central bank may cut interest rates on Thursday



Bankers and financial experts expect the CBE to introduce new cuts to key interest rates by between 0.5 percent (50 bps) and one percent (100 bps) during the MPC's Thursday meeting",Economy
1982,"Egypt's Holding Company for Tourism, Hotels & Cinema revenues hit EGP 4 bln, net profits up to EGP 987 mln



The holding company, individually, gained EGP 334 million in revenues, with a growth rate of 43.2 percent, while its net profits increased to EGP 191.7 million, with a growth rate of 23 percent, the statement read",Economy
1983,"World Bank eager to upgrade Egypt's economic reform programme: WB urban, risk management global director



A World Bank delegation is currently visiting Egypt to discuss national economic priorities along with legislative and structural reforms that the government will adopt",Economy
1984,Natural gas pumping from Israel to Egypt to start on Wednesday,Economy
1985,"Endeavour Mining drops bid to buy Centamin on lack of information



Centamin rebuffed the all-stock takeover proposal from Endeavour in December, saying it did not offer enough value to Centamin shareholders.",Economy
1986,"Online platform to sell Egyptian products in Africa: Minister



‘The trade ministry is eager to make use of the Gossor Initiative to increase Egyptian exports to the African market, especially from the SME sector,’ the trade minister said",Economy
1987,Rally hits the buffers ahead of U.S.-China trade deal,Economy
1988,"Egypt prioritises improving investment climate, stimulating private sector: Prime minister",Economy
1989,Egypt's central bank didn't receive request from Lebanon's Bank Audi to sell Egyptian unit: CBE,Economy
1990,"EGP continues to strengthen against US dollar



The US dollar traded for EGP 15.87 for selling and EGP 16 for buying",Economy
1991,"Misr Insurance Holding Company's net profits record EGP 4 bln, largest in its history",Economy
1992,"Egypt to pay $1.6 billion as debt to Arab countries in 2H 2020; Kuwait has the lion's share: CBE



By the end of June 2019, Arab debt deposits in Egypt reached $23.5 billion",Economy
1993,Aramco's 'greenshoe option' pushes IPO to record $29.4B,Economy
1994,"Egypt's real GDP to rise to 5.9%, up to 6% in 2022: World Bank



Egypt's inflation, the report notes, subsided substantially in the second half of 2019, allowing the Central Bank to cut interest rates three times since August",Economy
1995,"Lebanon's central bank seeks extra powers, wants controls standardised",Economy
1996,"Egypt's annual headline inflation doubles to 7.1%; monthly core CPI inflation records 0.2%: CBE



The rise comes in line with Central Bank expectations, reflecting the reversal of transitory shocks to prices of fresh vegetables in 2019",Economy
1997,"Egypt's parliament to discuss amendments to law to enhance stock performance and facilitate investment



The law opens the door for private companies to join the business of central depository and registration works",Economy
1998,"Banque du Caire opens new branch at Ahly Club in Sheikh Zayed



Chairman and CEO of Banque du Caire Tariq Fayed said the new branch is part of an ambitious strategy to function in institutions and meet customers' demands",Economy
1999,"Global economic growth anticipated to increase by 2.5%: World Bank 



If policy-makers manage to mitigate tensions and settle issues in a number of areas, they could prove the forecast wrong by sending growth higher than anticipated",Economy
2000,USAID launches $90 mln initiative on knowledge economy,Economy
2001,Egypt plans to launch commodities exchange within a year,Economy
2002,Egypt's annual headline inflation rises to 7.1% in December,Economy
2003,"Egypt’s pharmaceutical industry suffering, multinational companies have lion's share: SHUAA Securities report",Economy
2004,Oil spikes after Iran strikes US targets in Iraq,Economy
2005,"Egypt's long-awaited banking bill referred to parliament: MENA



The law regulates digital currencies and financial technologies, as well as setting out the relationship between the central bank and other state authorities",Economy
2006,Egypt PM issues decree to form new ministerial cluster for investment,Economy
2007,Egypt sells $865 mln in one-year T-bills at average yield of 3.54%,Economy
2008,"High-level World Bank delegation to visit Egypt in first of its kind meeting since 2014



The visit's agenda, includes conducting several meetings with Egypt's Prime Minister Mostafa Madbouly, and the economic cluster ministries to discuss the priorities of the economic reform program",Economy
2009,"Egypt targets 6% growth rate, total investments of EGP 1.366 trillion in 2021



Madbouly statements came during a meeting with the Ministry of Planning and Economic Development Hala El Said on Sunday to review the investment plan features.",Economy
2010,"Contraction in Egypt's non-oil private sector activity slows slightly: PMI



The IHS Markit Egypt Purchasing Managers’ Index (PMI) rose to 48.2, up from 47.9 in November but staying below the 50.0 threshold that separates growth from contraction.",Economy
2011,Egypt’s foreign reserves increased to $45.42 billion in December,Economy
2012,"El-Sewedy Electric signs EGP 1.2 bln contract with consortium to upgrade Cairo regional centre



The project's total value is worth EGP 1.2 billion, while EgyTech's share is estimated at EGP 583.7 million",Economy
2013,"INTERVIEW: IPO program still in first phase, three companies to be offered in 2020: Minister



Public Business Sector Minister Hesham Tawfik told Ahram Online that highly anticipated IPOs of Banque du Caire and e-finance will take place in the second phase of the privatisation programme",Economy
2014,"Egypt's int'l cooperation ministry to coordinate with economic ministries on reforms: Minister



Minister El-Mashat said that the ministry is eager to cooperate with all economic ministries over the coming phase to improve Egypt's economy",Economy
2015,"Gulf markets plunge on US-Iran tensions, Aramco hits lowest since IPO



Oil prices jumped to $63.05 a barrel on Friday, their highest level in more than three months, after Soleimani's killing sparked fears that conflict in the region could disrupt global oil supplies",Economy
2016,CBE new board of directors to hold 1st meeting Sunday,Economy
2017,Egypt's Suez Canal Authority announces 5% toll increase for LPG and dry bulk carriers,Economy
2018,"Oil prices surge, stocks slip after US kills Iranian general



The price of gold, which investors buy in times of uncertainty as a safe haven of value, was up 1.5% at $1,551 per ounce",Economy
2019,Egypt holds domestic fuel prices steady,Economy
2020,"13.1% decrease in irrigation water in 2018: CAPMAS



CAPMAS reported the decrease was ascribed to reduced cultivated lands",Economy
2021,DP World to expand Egypt's Sokhna Port,Economy
2022,"Egypt's domestic liquidity increases by EGP 160.4 bln: CBE



The report attributed the increase in money supply to the rise in current deposits in local currency",Economy
2023,"Egyptian Chambers of Commerce launches Initiative to stabilize local market prices



The initiative comes in response to directives by President Abdel Fattah El Sisi to provide all commodities for the Egyptian citizen nationwide at affordable prices",Economy
2024,Egypt's M2 money supply up 13.16% year-on-year in November: C.bank,Economy
2025,Egypt's Stock Exchange targets IPOs of 3-4 private companies in 2020,Economy
2026,"Orascom Development announces it has regained control of Amoun Island in Aswan



Ownership of the neighbouring Amoun and Qelada islands in Aswan’s Nile has been the source of controversy for several months",Economy
2027,"Egypt's Commercial Representation Service provided over 1,100 export opportunities in 2019: Trade ministry",Economy
2028,"Al-Ahram's 3rd annual energy conference urges increasing investment in energy



Conference recommendations included boosting cooperation between the ministries of electricity and petroleum and the private sector for the sake of implementing upgraded investment projects",Economy
2029,Al-Ahram’s 3rd energy conference discusses role of donor corporations in financing energy sector,Economy
2030,"Unprecedented increase in Egypt's oil, gas production in 2019: Petroleum minister



The total output of petroleum materials hit 84.2 million tons in 2019, up by seven percent from 2018",Economy
2031,"Al-Ahram’s 3rd annual energy conference discusses challenges, potentials in Africa’s energy sector



The Al-Ahram Energy Conference, which kicked off on Sunday, discussed the challenges and potentials facing the energy sector in Africa and Egypt",Economy
2032,"Egypt has achieved success in electricity sector: Director of energy sector at AU Commission



Bida made the comments during the opening session of the annual Al-Ahram energy conference, which kicked off on Sunday",Economy
2033,"Al-Ahram’s 3rd annual energy conference kicks off with participation of Arab, foreign officials",Economy
2034,"Egypt's agricultural exports hit 5.4 mln tons in 2019



The exports are up by 203,000 tons compared to the same period of 2018",Economy
2035,"Arab Organisation for Industrialisation signs MoU with China's NORINCO on technology localisation 



Abdul-Meniem Al-Toras, the chairman of AOI, said that the MoU was signed as part of the AOI's ongoing plan to upgrade and improve its production with the latest technologies in different industries",Economy
2036,"Egypt's exports to East Asia hit $4.3 bln in 2018: CAPMAS



CAPMAS reported an increase in the value of exports to East Asian countries by 44.5 percent in 2018, reaching $4.3 billion, compared to $2.3 billion in 2017",Economy
2037,The big shortcoming: A grumpy 2020 for global growth,Economy
2038,Egyptian banks' gross profit grown by 25% YoY: CBE,Economy
2039,Egypt’s payments balance fell by 19.9%: CBE,Economy
2040,Central Bank of Egypt committee meeting to review interest rates postponed to 16 January,Economy
2041,"Al-Ahram's energy conference to tackle investment opportunities in the sector



Under the theme of 'Energy, Investment Horizons and Development Opportunities', 1,000 officials and experts will set an integrated vision about the energy sector and the investment opportunities it promises",Economy
2042,"Egypt signs 4 oil and gas deals worth $155 mln: Petroleum ministry



The new deals involves the drilling of 30 wells in the Western Desert, the Gulf of Suez and the Nile Valley regions",Economy
2043,"Central Bank of Egypt to review interest rates on Thursday amid speculations



The CBE’s Monetary Policy Committee will convene for the last time in 2019 amid speculations on whether the current interest rates will be maintained or changed",Economy
2044,"Egypt's investment portfolio returns to GAFI due to 'interference' with other entities: PM



GAFI's priorities include promoting investment opportunities, establishing free zones, and facilitating cooperation between various state bodies",Economy
2045,"Refugees estimated at 26 mln worldwide, 85% of them hosted by developing countries: WB



According to the Global Refugee Forum data, 85 percent of all refugees are hosted by developing countries, and three quarters of refugees are still displaced after five years",Economy
2046,"EBRD appoints Heike Harmgart managing director for southern and eastern Mediterranean region



A German national, Harmgart will head up the EBRD’s banking operations in the SEMED region, which currently comprises Egypt, Jordan, Lebanon, Morocco, Tunisia and the West Bank and Gaza",Economy
2047,"National Bank of Egypt, EBRD sign 3 loan deals on SMEs



The $150 million deals were signed by NBE Chairman Hisham Okasha and EBRD Executive Director Janet Hackman",Economy
2048,Manpower Ministry targets decreasing unemployment to 6.3%: Minister,Economy
2049,"Schneider supplies Galala desalination plant with electric, infrastructure equipment",Economy
2050,Al-Ahram launching 3rd edition of Energy Conference on 29 December,Economy
2051,CBE official: Banks issue 4m Meeza cards so far,Economy
2052,CBE eases restrictions on personal loans,Economy
2053,"Egypt to begin gas imports from Israel by mid-January 2020: Reuters



Israeli gas exports to Egypt will gradually reach 7 billion cubic metres, a source told Reuters on condition of anonymity",Economy
2054,"Developing countries lose $310 bln in food waste annually: World Economic Forum



A WEF report has revealed that more than 250 million tons of food are wasted annually in developing countries",Economy
2055,"Saudi stock market down in early trade as Aramco slips for a fourth day



Oil giant Saudi Aramco dropped 1.1% to 35.1 riyals ($9.36) in its fourth straight fall",Economy
2056,"Toyota Tsusho to manufacture 240,000 natural gas minibuses in Egypt



Moving to gas-powered buses from diesel models is a priority for Egypt, the investment minister said",Economy
2057,"Egypt’s budget deficit at EGP 131.4 billion during first quarter of FY 2019/2020



With loan interests, Egypt’s budget deficit recorded EGP 131.4 billion during the first quarter of FY2019/2020, accounting for 2.1 percent of the GDP",Economy
2058,"Challenges to economic growth in Egypt discussed at AUC conference



'Towards an Economy for All' conference organized by the Alternative Policy Solution Research Project held at the American University in Cairo",Economy
2059,SCZone signs concession contract with global consortium to operate Ro-Ro terminal in East Port Said,Economy
2060,"NBE, Banque Misr sign EGP 1.8 bn protocol to revamp Ring Road",Economy
2061,Western Desert's new oil discovery to produce 10 MMcf/d of gas: Ministry,Economy
2062,"INTERVIEW: 'Egypt’s economic reforms were necessary, but insufficient,' former World Bank consultant says



'In fact, the economy was seizing up. There was no liquidity in foreign exchange. Thus, reforms were necessary but not sufficient to create the needed structural change,' Assaad told Ahram Online",Economy
2063,"Housing ministry signs 3 MoUs with 4 multinational companies



The MoUs cover provision of high-quality services in real estate management and maintenance",Economy
2064,Fiat Chrysler and Peugeot sign deal for 50-50 merger,Economy
2065,"Giant solar park in the desert jump starts Egypt's renewables push



Designed to anchor a renewable energy sector by attracting foreign and domestic private-sector developers and financial backers, the plant now provides nearly 1.5 GW to Egypt's national grid",Economy
2066,"Fiat Chrysler, Peugeot owner agree binding $50 bln merger deal



The deal is aimed at helping both companies cope with slowing autos demand and the cost of building cleaner cars to meeting tougher emissions regulations",Economy
2067,"Egypt, World Bank ink EGP 2.5 million agreement for national statistics upgrade



Egypt will enhance its statistical capacities in order to better evaluate all economic and business sectors and to track sustainable development goals",Economy
2068,Remittances to Egypt reach $6.7 bln in first quarter of FY 2019/2020,Economy
2069,"Egypt's bourse gains EGP 9.5 bn after nearly two week of losses



The gain comes after nearly two weeks of losses due to lack of liquidity, a shortfall of investors appeal, and the absence of anticipated governmental initial public offerings.",Economy
2070,"Egypt, USAID ink a second phase of North Sinai development initiative agreement worth $6 mln



The agreement was signed by Egypt's Minister of Investment and International Cooperation and the USAID Mission Director in Egypt",Economy
2071,"Egypt's investment ministry offers 225 projects in El-Saf Investment City



The new projects are up to 300 square metres each",Economy
2072,"Asia markets rise as China-US trade deal buoys sentiment



Christmas cheer continues to flow through trading floors after Friday's agreement between the world's top two economies ended months of wrangling and removed any immediate uncertainty",Economy
2073,Egypt to implement EGP 75 bln plan in 2020 to improve electric grids: Electricity minister,Economy
2074,Egypt attracted $490 million in investments because of US-China deal: CBE official,Economy
2075,US dollar continues to depreciate against Egyptian pound,Economy
2076,EgyptAir to increase flights in summer 2020,Economy
2077,Egypt to have 16 industrial zones with $26.3 bln investments: Minister,Economy
2078,"Egypt in talks with Huawei over bilateral cooperation



The meeting between officials from both sides took place on the sidelines of the World Youth Forum",Economy
2079,"Endeavour, Centamin to conduct due diligence to assess possible merger",Economy
2080,"A global coalition allocates $82 bln to fight poverty globally



The financing, which includes more than $53 billion for Africa, will help countries invest in the needs of their people, boost economic growth, and bolster resilience to climate shocks and natural disasters.",Economy
2081,Al-Futtaim to invest EGP 2 bln in extension to Cairo Festival City Mall,Economy
2082,Hermes expects Egypt's economy to grow by 5.8% in 2020,Economy
2083,Trade balance deficit down by 28.7% in September : CAPMAS,Economy
2084,PM issues decision to form committee to simplify customs release procedures,Economy
2085,"Egypt's CBE allocates EGP 50 billion to support tourism sector



The CBE said the plan involves the extension of the current tourism initiative to 31 December 2020 and exempting certain tourism sector debt defaulters from marginal benefits",Economy
2086,"Egypt's economy to become stronger in 2020 with 15% rise in profit growth rate: Hermes 



Fiscal deficit is likely to decrease within the next two years due to decline of interest rates that will lower borrowing costs, it added",Economy
2087,EU to boost measures to protect trade after WTO impasse,Economy
2088,Egypt's new sovereign fund cherry-picks assets to lure investors: CEO,Economy
2089,"A15 to launch new platform 'Gadded' for secondhand phone selling



Electronics has become the largest e-commerce category in the MENA region, with a value of $2.9 billion in Egypt and Gulf Cooperation Council countries",Economy
2090,"Emirati investors praise Egypt’s New Administrative Capital project, express willingness to bolster ties



The UAE is seeking to double its investments in Egypt in the coming five years, according to the secretary general of the UAE International Investors Council",Economy
2091,"US companies intend to pump new investment into Egypt: Delegation



US investment in the Egyptian market currently stands at $22.8 billion",Economy
2092,"Saudi Aramco shares rocket on debut after record IPO



'Today is a day of immense pride for Aramco,' company chief executive Amin Nasser said at a glitzy launch ceremony",Economy
2093,Aramco to become world's largest listed company: Bourse,Economy
2094,"Hilton, Dar Misr Development to invest EGP 400 mln in Ain Sokhna



Projected to open by 2024, DoubleTree by Hilton Ain Al Sokhna will boast 162 guest rooms, six suites and 32 chalets, in addition to four food and beverage outlets, three retail outlets, two main pools, and a beach club",Economy
2095,"UAE's Al Nowais to build solar, wind plants in Egypt",Economy
2096,Egypt's Ministry of Military Production signs three MoUs with Belarusian companies,Economy
2097,"RiseUp announces startup competition winners, Yanzo walks away with $60,000



Mobile app platform for digital receipts Receet Inc. from Ramallah and non-food purchasing service for hotels, restaurants and cafes CloudSale from Beirut received VIP tickets to Dubai Expo 2020 provided by SAP Egypt",Economy
2098,"Potential for digital payment in Africa remains untapped: Study



The challenges include low income levels and poor infrastructure",Economy
2099,"Egypt's inflation rate increases by 0.5 percent



Egypt's total inflation rate recorded 2.7 percent in November, down from 15.6 percent in the same month in 2018",Economy
2100,Egypt's central bank launches industrial initiative to raise GDP to 7.5% annually: CBE deputy governor,Economy
2101,"Egypt considers issuing three bond offerings till end of FY2019/20; may include green, Islamic bonds



Egypt’s finance minister clarified that the possible offerings could include issuing green, Islamic and variable-yield bonds",Economy
2102,"USAID praises Egypt’s economic, social reforms



In a meeting with Egypt’s investment minister, Plitt said that USAID is proud of the partnership with Egypt in implementing a number of projects",Economy
2103,"Egypt, Germany sign EGP 36 mln grant agreement in agricultural production Monday



The project aims at improving regulatory systems related to quality assurance of agricultural products through initiating dialogue between experts in both countries",Economy
2104,"' ""Angel Investment"" is a doorway for Egypt's startups to grow,' says AUC’s V-Lab director



The lab has incubated 115 startups that generated EGP 88 million in revenues over the past five years",Economy
2105,"Inflows of dollar to Egypt reach $200 bln in 4 years: CBE governor



Amer attributed this development to the successful financial and monetary programs applied by Egypt",Economy
2106,AUC and Apache launch third phase of teacher training programme in Fayoum,Economy
2107,"INTERVIEW: Egypt is on the right track, facing its problems with courage and confidence: AUC president



President Ricciardone spoke to Ahram Online on a variety of topics including Egypt's economic and education reforms, and the AUC's role in supporting the drive for innovation and excellence in society",Economy
2108,"RiseUp Summit 2019 concludes after stellar attendance, events



Over 8,200 attendees representing 56 countries, including 290 start-ups, 400 investors, and 300 speakers, marked this year’s RiseUp Summit in Cairo",Economy
2109,Egypt's fuel subsidy bill drops by 69% year on year July-Sept: Minister,Economy
2110,"ITIDA, RiseUp announce African App Launchpad competition prizes worth $60,000



The winners got a chance to join an accelerator programme and were granted exhibition spaces during the RiseUp Summit",Economy
2111,"RiseUp Summit 2019 discusses prospects for tech entrepreneurship in MENA



The summit is hosting 4 main stages: Tech, Capital, Creative and Growth - with focuses on 7 tracks: Creative Culture, Creative Economies, Smart Capital, Growth Hacks, Emerging Tech, FinTech and Tech 4 Humans",Economy
2112,"Ecosystem challenges drive first day of RiseUp 7th summit 



The Summit highlighted the status of innovation and entrepreneurship in MENA, with a special look into local, regional and international companies that have followed their own journey to growth",Economy
2113,"Egypt's exports of jewelry, precious stones hit $1.6 bln in 10 months: ECBM



In its monthly report released on Thursday, the Export Council for Building Materials said the UAE topped the list of importing countries by 66.8% during the period from January to October 2019",Economy
2114,"Knowledge is the key to prosperity and sustainability: Dubai’s Knowledge Summit



Doaa Moneim writes from the United Arab Emirates on the sixth annual Knowledge Summit in Dubai",Economy
2115,"Centamin rejects Sawiris backed takeover offer, says Endeavour Mining Corporation in heavy debt



Speaking to Ahram Online, El-Raghy said he was surprised when Naguib Sawiris announced a takeover proposal of Centamin, which owns mines in Egypt, a field Sawiris wants to enter",Economy
2116,"Egypt's PM meets Al-Futtaim group CEO, asserts gov't support for real investments",Economy
2117,"Majid Al Futtaim to expand in Egypt, Saudi in emerging markets push



Majid Al Futtaim has invested around EGP 28 billion in Egypt since the end of 2015",Economy
2118,"Egypt's increasing foreign reserves reflects sound, balanced monetary policy: Banking expert



Abdel-Rahman Baraka asserts that increasing reserves sends a positive message to investors that Egypt’s economy is on a sure footing, encouraging further investment",Economy
2119,"Egypt, ITFC ink $1.1 bln agreement to support logistic, petroleum commodities



The deal was signed as part of the $3 billion framework agreement between Egypt's Ministry of Investment and International Cooperation and the International Islamic Trade Finance Corporation",Economy
2120,"Egypt Rise Up Summit 7th edition kicks off Thursday



Rise Up Summit is an annual one-stop-shop event that combines pioneer startup co-founders, innovators, entrepreneurs, and Middle East and North Africa investors",Economy
2121,Egypt's foreign reserves rise to $45.354 bln in November,Economy
2122,"Egypt set to issue first corporate sukuk within weeks, official says",Economy
2123,"Egypt's new power plants to save the country $800 million annually in 3 years



Egypt is considering offers from foreign companies to take over the three 14.4 gigawatts facilities",Economy
2124,Egypt's non-oil private sector shrinks to slowest in over two years: PMI,Economy
2125,"Egypt's economic reforms have reflected positively on industry and investments: Tetra Pak 



The company has implemented 18 projects in the domestic market on capital equipment in 2019; 'We have more work to do in the coming period,' the managing director said",Economy
2126,"Egypt starting to correct mistakes of wrongly implemented privatisation programme of 2010: UNDP's Knowledge Project chief advisor 



Egypt had implemented the privatisation programme in 2010 in a way that eventually caused a collapse of the companies that had been privatised, Torky says",Economy
2127,"Oil prices tumble ahead of OPEC meeting, global stocks fall",Economy
2128,"EBRD praises Egypt’s reform efforts, infrastructure projects



'Egypt’s infrastructure projects are a role model for the region,' the vice president of the European Bank for Reconstruction and Development for risk and compliance said",Economy
2129,Egypt elected to 40-member council of International Maritime Organization,Economy
2130,"African Economic Conference to take place in Sharm El-Sheikh 2-4 December



Jointly organised by the African Development Bank, the United Nations Economic Commission for Africa and the United Nations Development Programme",Economy
2131,"Transport minister attends IMO meetings, probes cooperation with UK’s SMI companies",Economy
2132,"Egypt's exports of leather, footwear hit $62.9 mln in 2019



Spain, Portugal, India, China, and Italy were the leading importing nations, recording $13.96 million, $9.083 million, $9.082 million, $7.807 million and $7.204 million, respectively",Economy
2133,"SAP, Microsoft win tender to implement digital transformation at 60 public business sector companies",Economy
2134,"The evolving journey of Black Friday in Egypt



In Egypt, both Black Friday and the traditional “Okasion” serve the same objectives of boosting the purchasing power of customers and rejuvenating the market, although the former may gain the limelight, and for good reasons",Economy
2135,"Sabayek Misr to pump EGP 100 million in investments in Egypt, likely to increase to EGP 500 million a month later: Chairman



Prominent financial corporations have been praising Egypt's reform programme because it achieved its targets, Ragab Hamed says",Economy
2136,Egyptian non-petroleum imports fall in September 21% y/y,Economy
2137,Central banks must reinforce their independence to ensure their sound operation: IMF,Economy
2138,"Fitch keeps Egypt's credit rating at B+, with a stable forecast



Fitch said that the rating is based on Egypt's recent track record of economic and fiscal reforms as well as macroeconomic improvements regarding stability and external finances",Economy
2139,"Aramco IPO retail subscription at $5.8 bln, says lead manager",Economy
2140,"Banque Misr signs €500 mln credit facility deal with EIB for financing SMEs



The deal comes as part of Banque Misr’s move to diversify its funding channels to be used in financing SMEs, the bank said in a statement",Economy
2141,"Trade exchange between Egypt and Nile basin countries increased by 25.4% in 2018: CAPMAS



Kenya ranked first in terms of imports with a value of $287.3 million in 2018, representing 43 percent of the total imports of the Nile basin countries",Economy
2142,"Egypt's central bank auctions EGP 18.5 bln in Treasury bills



The CBE said it auctioned the first batch of EGP 9 billion for 91 days and the second at EGP 9.5 billion for 273 days",Economy
