,Article Title,Category
880,"De Gea reveals fears over Lindelof's breathing scare



Manchester United goalkeeper David De Gea said Victor Lindelof's breathing scare during the 1-0 win over Norwich provoked unsettling memories of incidents involving Christian Eriksen and Sergio Aguero.",Sport
881,"English Premier League top three all win to intensify title race



The English Premier League's top three kept up the furious pace of their title race by picking up hard-fought wins on Saturday, although all three needed second-half penalties to do so.",Sport
882,"Jorginho's late penalty gives Chelsea dramatic win over Leeds



Jorginho held his nerve to score a stoppage-time penalty as Chelsea snatched a dramatic 3-2 win against Leeds on Saturday.",Sport
883,"Arsenal beats Southampton 3-0 without dropped Aubameyang



Martin Odegaard scored for a third straight game as Arsenal eased to a 3-0 victory over Southampton in the English Premier League on Saturday to end a run of two straight losses.",Sport
884,"Bayern down Mainz to go six points clear in the Bundesliga



Defending champions Bayern Munich extended their lead at the top of the Bundesliga to six points on Saturday after coming from behind to seal a 2-1 home win against Mainz.",Sport
885,"Sterling's penalty gives Man City 1-0 win over Wolves in EPL



Manchester City needed a disputed penalty to secure a 1-0 win over 10-man Wolverhampton on Saturday and ensure it stayed atop the Premier League.",Sport
886,"Indian police hold man for stealing Maradona's watch



Indian police have recovered a stolen watch customised for star footballer Diego Maradona and arrested a suspect behind the alleged theft in Dubai, officials claimed Saturday.",Sport
887,"UEFA cancels Covid-postponed Tottenham v Rennes tie



UEFA on Saturday announced the cancellation of Tottenham's Covid-postponed Europa Conference League game against Rennes.",Sport
888,"Jorginho to play through pain for Chelsea: Tuchel



Thomas Tuchel says Chelsea midfielder Jorginho will ignore the pain of his back injury to play in Saturday's Premier League clash against Leeds.",Sport
889,"Spanish clubs ratify investment plan, without Real Madrid, Barca



 A large majority of Spain's top soccer clubs, with the notable exceptions of Real Madrid and Barcelona, have ratified an investment plan with a private equity firm, the league said Friday.",Sport
890,"Gerrard would swap Liverpool hero status for Villa win on Anfield return



Steven Gerrard admits he would be happy to give up his hero status at Liverpool in exchange for an Aston Villa win on Saturday as the Anfield legend prepares to return to his former club ""with a smile on his face"".",Sport
891,"COVID concerns for Norwich after Tottenham outbreak



Norwich was facing ``a couple of COVID-related issues'' ahead of its Premier League game against Manchester United, manager Dean Smith said Friday.",Sport
892,"Reus targets Dortmund winning run to pressure Bayern



With the prolific Erling Haaland fit and firing again, Borussia Dortmund hope to round out the year in style and close the gap on Bundesliga leaders Bayern Munich.",Sport
893,"Real Madrid aim to tighten grasp on La Liga in derby against Atletico



Carlo Ancelotti was adamant Real Madrid have not sewn up the La Liga title already but beat Atletico Madrid on Sunday and they might not be far away.",Sport
894,"Tottenham-Brighton game postponed after Covid-19 outbreak



This weekend's Premier League game between Brighton and Tottenham has been postponed because of an outbreak of COVID-19 among the London club's players and staff.",Sport
895,"Gerrard's Anfield return offers possible glimpse into future



Jurgen Klopp often bumps into Steven Gerrard while walking his dogs in the pretty coastal town where they both live, just north of Liverpool.",Sport
896,"Lionel Messi finally settling in at PSG in physical league



Lionel Messi is looking like his old self again. After adapting slowly to his new club and league, the Argentina great finally delivered a complete performance in a Paris Saint-Germain shirt this week.",Sport
897,"Milan look to domestic glory after European flop



AC Milan will turn their attention to cement top spot in Italy this weekend after the gulf between the Serie A leaders and Europe's best was exposed.",Sport
898,"Kimmich out until January after Covid-related lung damage



Bayern Munich said Thursday that star midfielder Joshua Kimmich would not return to action until January as he recovers from lung damage caused by Covid-19.",Sport
899,"UEFA confirms Tottenham v Rennes match is off after Covid outbreak



European football's governing body UEFA has confirmed that Tottenham's Europa Conference League game with Rennes on Thursday is off after a coronavirus outbreak in the Spurs camp.",Sport
900,"Barcelona recovery still pending as Champions League exit creates more problems for Xavi



Xavi Hernandez said the Europa League is not where Barcelona belong, but another chastening defeat by Bayern Munich on Wednesday showed again how far they are from the Champions League elite.",Sport
901,"Leipzig hires Tedesco as new coach to replace Marsch



Leipzig hired former Schalke and Spartak Moscow coach Domenico Tedesco on Thursday to replace American coach Jesse Marsch, who left after a run of losses.",Sport
902,"Julian Araujo makes Mexico debut after switching from US



Right back Julian Araujo made his Mexican national team debut in Wednesday night's 2-2 exhibition draw against Chile, almost exactly one year after playing his only match for the United States.",Sport
903,"Pele in hospital due to colon tumor, to be released in days



Brazilian soccer great Pele was hospitalized in Sao Paulo to continue his colon tumor treatment.",Sport
904,"Barcelona out of Champions League in loss to Bayern Munich



Barcelona will not play in the knockout rounds of the Champions League for the first time in 18 years after a 3-0 loss to Bayern Munich on Wednesday ensured the Catalan club was eliminated from European soccer's premier competition.",Sport
905,"UEFA Champions League results & scorers (6th round, group stage)



Follow Ahram Online's coverage of the UEFA Champions League of the 2021/2022 season (7-8 December)",Sport
906,"Match facts: Bayern Munich v Barcelona (UEFA Champions League)



Ahram Online provided a live score coverage of Wednesday's game between Bayern Munich and Barcelona in the final round of the 2021/2022 UEFA Champions League group stage",Sport
907,"Chelsea draw 3-3 at Zenit, finish 2nd in CL group



Chelsea conceded a goal in the fourth minute of stoppage time to draw 3-3 at Zenit St. Petersburg and drop into a second-place finish in its Champions League group behind Juventus on Wednesday.",Sport
908,"Match facts: Zenit St. Petersburg v Chelsea (UEFA Champions League)



Ahram Online provided a live score coverage of Wednesday's game between Zenit St. Petersburg and Chelsea in the final round of the 2021/2022 UEFA Champions League group stage",Sport
909,"Conte says 8 Spurs players, 5 staff members have coronavirus



Eight Tottenham players and five members of staff at the club have tested positive for the coronavirus, manager Antonio Conte said Wednesday.",Sport
910,"Real Madrid dispatch 10-man Inter to go through top of the group



Real Madrid will go through as group winners to the Champions League last 16 after Toni Kroos and Marco Asensio each scored in a 2-0 win over Inter Milan on Tuesday.",Sport
911,"Qatar sees budget outlay up 5% for World Cup



Qatar foresees a nearly five percent rise in government expenditures next year due to its hosting of the 2022 World Cup, budget estimates released Tuesday show.",Sport
912,"Messi and Mbappe double up in PSG victory



Kylian Mbappe and Lionel Messi both scored twice as Paris Saint-Germain rounded out their Champions League group-stage campaign with a 4-1 thumping of Club Brugge on Tuesday.",Sport
913,"Match facts: Paris Saint-Germain v Club Brugge (UEFA Champions League)



Ahram Online provided a live score coverage of Tuesday's match between Paris Saint-Germain and Club Brugge in the 6th round of the UEFA Champions League group stage",Sport
914,"Rangnick appoints sports psychologist to help Man Utd players



Ralf Rangnick announced on Tuesday that Manchester United had appointed a sports sport psychologist to ensure the players ""think in the right way"".",Sport
915,"Injury-hit Bayern to ring changes for Barcelona behind closed doors



Injuries will force Bayern Munich coach Julian Nagelsmann to make changes for Wednesday's Champions League match at home to Barcelona behind closed doors.",Sport
916,"Dortmund's Jude Bellingham fined for 'match-fixing' comment



Borussia Dortmund midfielder Jude Bellingham has been fined by the German soccer federation for comments about a referee following his team's Bundesliga defeat to Bayern Munich on Saturday.",Sport
917,"Spain La Liga results & scorers (16th matchday)



Follow Ahram Online's coverage of Spain La Liga matches of the 2021/2022 season (3/6 December)",Sport
918,"English Premier League results & scorers (15th matchday)



Follow Ahram Online's coverage of English Premier League matches of the 2021/2022 season (4/5 December)",Sport
919,"Italy Serie A results & scorers (16th matchday)



Follow Ahram Online's coverage of Italy Serie A matches of the 2021/2022 season (4/6 December)",Sport
920,"No changing course for PSG despite criticism: Pochettino



Mauricio Pochettino says he has the support of the Paris Saint-Germain players and he will not change course despite criticism of the style of play of the Qatar-backed French club.",Sport
921,"Klopp 'must' rotate for Champions League trip to Milan



Liverpool manager Jurgen Klopp admitted on Monday he would rotate his team for their final Champions League group match against AC Milan otherwise his medical department would ""smash"" him.",Sport
922,"Simeone backs Atletico players in must-win Champions League match



Diego Simeone says he backs his Atletico Madrid players to prevail in their must-win final Champions League group match with Porto on Tuesday.",Sport
923,"Hernandez says 'worst moment of career' after Bayern move



World Cup winner Lucas Hernandez revealed on Monday how his record-breaking move to Bayern Munich turned into a nightmare with recurring injuries and the threat of a prison sentence in Spain.",Sport
924,"Benitez given 'full support' by Everton as team flounders



Rafa Benitez was given the ``full support'' of Everton's board on Monday amid a drastic downturn in the team's results in the Premier League.",Sport
925,"Barcelona, AC Milan among teams seeking last-16 spots in CL",Sport
926,"Atletico troubles bring fresh scrutiny on Simeone ahead of Porto decider



""There are two responses,"" Diego Simeone said after Atletico Madrid lost to Mallorca on Saturday in La Liga, four days before needing to win away at Porto in the Champions League -- ""depression or rebellion.""",Sport
927,"Germany Bundesliga results & scorers (14th matchday)



Follow Ahram Online's coverage of Germany Bundesliga matches of the 2021/2022 season (3/5 December)",Sport
928,"Rangnick starts Man Utd reign with win as Spurs stroll



Manchester United started the Ralf Rangnick era with a 1-0 win against Crystal Palace on Sunday as Tottenham crushed Norwich 3-0 to extend their recent revival under Antonio Conte.",Sport
929,"Bellingham suggests referee's past history played role in Bayern Munich defeat



Borussia Dortmund star Jude Bellingham risks being punished by the German Football Federation after claiming costly decisions by the referee in Saturday's 3-2 defeat by Bayern Munich were to be expected given he was implicated in the worst match-fixing scandal in German history.",Sport
930,"Leipzig reacts after three league losses: Marsch no longer coach



American Jesse Marsch is no longer coach of Bundesliga team Leipzig.",Sport
931,"Real Madrid win at Sociedad despite Benzema injury to grow lead



When Karim Benzema went down injured, Vinicius Junior and the rarely used Luka Jovic stepped up to secure Real Madrid a 2-0 win at Real Sociedad and strengthen its hold of the Spanish league lead on Saturday.",Sport
932,"Klopp hails 'legend' Origi after taming Wolves to take Liverpool top



Jurgen Klopp said Divock Origi deserves a manager who plays him more after scoring deep into stoppage time to take Liverpool top of the Premier League with a 1-0 win at Wolves.",Sport
933,"Newcastle beats Burnley 1-0 for its first EPL win



Newcastle ended a 14-game winless run and earned desperately needed points as it tries to climb out of the relegation zone.",Sport
934,"Origi's late goal gives Liverpool 1-0 win over Wolves in EPL



Divock Origi's last-gasp goal gave Liverpool a 1-0 win at Wolverhampton on Saturday that provisionally lifted it to the top of the English Premier League.",Sport
935,"Barcelona loses to Betis 1-0 before critical Bayern trip



Barcelona lost its first match under Xavi Hernandez on Saturday when it fell to Real Betis 1-0 at home just before its critical trip to Bayern Munich.",Sport
936,"Schick scores 4 for Leverkusen as goals flow in Bundesliga



The onset of winter brought a flurry of goals to the Bundesliga on Saturday, when Patrick Schick scored four to help Bayer Leverkusen consolidate third place with a 7-1 rout of helpless Greuther Furth.",Sport
937,"Chelsea stunned as Masuaku's stroke of luck lifts West Ham



Chelsea crashed to a shock 3-2 defeat at West Ham as Arthur Masuaku's fortuitous late winner capped the Premier League leaders' second half collapse in a dramatic London derby on Saturday.",Sport
938,"Euro 2020 final review finds England fans endangered lives



Aggression by England fans at the European Championship final exposed an ""embarrassing"" part of the national culture that endangered lives and should lead to fans being barred from stadiums if they are chanting abuse and under the influence of drugs or alcohol, an investigation into the disorder has concluded.",Sport
939,"No fans for Bayern's Champions League game with Barcelona



No supporters will be allowed in the stadium when Bayern Munich hosts Barcelona in the Champions League next week because of stricter coronavirus measures, the governor of the German state of Bavaria said Friday.",Sport
940,"Premier League top three set for titanic title battle



Chelsea, Manchester City and Liverpool have set a fearsome pace in the Premier League that no other team can live with as a thrilling three-way title race takes shape.",Sport
941,"Rangnick aims to improve Manchester United's defensive 'balance'



Ralf Rangnick said Friday he wanted to ""balance"" Manchester United by strengthening the club's leaky defence.",Sport
942,"Former Everton star Li Tie quits as China coach



China replaced Li Tie as coach on Friday after weeks of intense media pressure and speculation, with their hopes of reaching the 2022 World Cup all but over.",Sport
943,"PSG wait for Messi to find Ballon d'Or form with Neymar out



Paris Saint-Germain have been milking the fact that they have this year's Ballon d'Or winner in their ranks, but Lionel Messi was crowned the world's best player for the seventh time in his glittering career entirely because of what he achieved elsewhere.",Sport
944,"English Premier League results & scorers (14th matchday)



Follow Ahram Online's coverage of English Premier League matches of the 2021/2022 season (30 November-2 December)",Sport
945,"Italy Serie A results & scorers (15th matchday)



Follow Ahram Online's coverage of Italy Serie A matches of the 2021/2022 season (30 November - 2 December)",Sport
946,"Dortmund's Haaland back and Bayern beatable in 'Klassiker'



Just one point separates the Bundesliga title challengers. Bayern Munich looks beatable. Erling Haaland is back and scoring for Borussia Dortmund.",Sport
947,"Denmark's Eriksen back in training after Euro heart-attack



Christian Eriksen took part in his first training session since an on-pitch heart-attack while playing for Denmark at the Euros, Danish media reported on Thursday.",Sport
948,"Goodison Park turns toxic as Benitez's Everton slumps in EPL



Amid the loud jeers and direct abuse of high-ranking club officials by angry Everton fans, one spectator managed to get onto the field at Goodison Park and could be seen remonstrating with the team's players.",Sport
949,"Rangnick granted work permit to start Man Utd job



Ralph Rangnick has been granted a work permit to start his stint as Manchester United interim manager, the Premier League club announced on Thursday.",Sport
950,"Silva's gem fires Man City to victory at Villa



Manchester City kept the pressure on Premier League leaders Chelsea as Bernardo Silva's sublime strike inspired a 2-1 win against Aston Villa on Wednesday.",Sport
951,"Real Madrid go seven points clear as fans salute 'Ballon d'Or Benzema'



Karim Benzema applauded Real Madrid's fans after they chanted ""Karim, Ballon d'Or"" as his goal against Athletic Bilbao on Wednesday sent Madrid seven points clear at the top of La Liga.",Sport
952,"Gio Reyna returns to training with Borussia Dortmund



American midfielder Gio Reyna resumed training with Borussia Dortmund on Tuesday, nearly three months after injuring his right hamstring.",Sport
953,"Messi looking to prove a point in Ligue 1 after seventh Ballon d'Or



Lionel Messi was awarded a record-extending seventh Ballon d'Or on Monday, but for the first time in his illustrious career, there was a mixed reaction to his success.",Sport
954,"Guardiola concerned by Man City's injury 'emergency'



 Pep Guardiola said on Tuesday that Manchester City are dealing with an injury ""emergency"" as the wounded Premier League champions limp into the hectic December schedule.",Sport
955,"Carrick in charge of Man Utd for Arsenal clash as Rangnick awaits visa



Michael Carrick will stay in charge of Manchester United for their clash against Arsenal this week as interim manager Ralf Rangnick awaits his work visa, the Old Trafford club said on Tuesday.",Sport
956,"Benzema not upset after Ballon d'Or snub: Real Madrid boss Ancelotti



Real Madrid coach Carlo Ancelotti said on Tuesday Karim Benzema is ""not crying"" about missing out on winning his first Ballon d'Or.",Sport
957,"United's Ronaldo hits back at claim he wants to beat Messi's Ballon d'Or haul



Manchester United star Cristiano Ronaldo has hit back at a ""disrespectful"" claim that his only remaining ambition is to win the Ballon d'Or more times than Lionel Messi.",Sport
958,"Bayern Munich set to play in empty stadium over coronavirus



Bayern Munich will likely host Barcelona without spectators in the Champions League next week after the state governor said on Tuesday he will demand sports events in empty stadiums due to high coronavirus infection rates.",Sport
959,"PSG president denies contacts with Zinedine Zidane



Paris Saint-Germain president Nasser Al-Khelaifi has denied being in talks with Zinedine Zidane about becoming the French club's next coach and gave support to the current man in charge, Mauricio Pochettino.",Sport
960,"Portugal probes local transmission of omicron at soccer team



Portuguese health authorities on Monday identified 13 cases of the omicron coronavirus variant among members of a professional soccer club and were investigating whether it was one of the first reported cases of local transmission of the virus outside of southern Africa.",Sport
961,"Factbox: 2021 Ballon d’Or awards and final ranking



The Ballon d’Or ceremony has been held in Paris on Monday for the first time since 2019 as the award was not issued in 2020 due to the COVID-19 pandemic.",Sport
962,"Messi wins 7th Ballon d'Or 



Lionel Messi won the men's Ballon d'Or award for a record-extending seventh time at a ceremony in Paris on Monday.",Sport
963,"Ballon d'Or: Alexia Putellas wins the women's Best Player award



Alexia Putellas won the women's Ballon d'Or award for the first time on Monday after an outstanding season with Barcelona and Spain.",Sport
964,"PSG star Neymar out for up to 8 weeks with sprained ankle



Paris Saint-Germain forward Neymar will be out for up to eight weeks with a sprained left ankle.",Sport
965,"Klopp's mentor Rangnick brings studious approach to Man Utd



Manchester United's new interim manager Ralf Rangnick once mentored Jurgen Klopp and Thomas Tuchel and now ""The Professor"" will use his studious approach to revive his troubled Premier League club.",Sport
966,"Howe refuses to make promises over Newcastle transfer spending



Eddie Howe says it would be ""foolish"" for him to promise that bottom side Newcastle will buy their way out of Premier League relegation trouble in the January transfer window.",Sport
967,"Manchester United hires Rangnick as manager until end of season



German coach Ralf Rangnick was hired Monday as Manchester United manager until the end of the season.",Sport
968,"FIFA sets Club World Cup dates at Feb. 3-12 in the UAE



FIFA confirmed dates for the delayed 2021 Club World Cup on Monday, with the Feb. 3-12 tournament in the United Arab Emirates requiring Chelsea to postpone two Premier League games.",Sport
969,"13 omicron cases in Portuguese soccer team



Portuguese health authorities say they have identified 13 cases of omicron, the new coronavirus variant believed to be more contagious, among team members of a professional soccer club.",Sport
970,"Napoli pays tribute to Maradona, takes outright Serie A lead



Dries Mertens scored twice as Napoli beat Lazio 4-0 on Sunday to take the outright lead of Serie A on the night it paid tribute to soccer great Diego Maradona.",Sport
971,"I will come back better and stronger: Neymar after PSG's win over Saint-Etienne 



Lionel Messi had three assists in a 3-1 win over 10-man Saint-Etienne on Sunday to help Paris Saint-Germain extend its lead atop the French league to 12 points but the victory was marred by an injury to star striker Neymar.",Sport
972,"Late Vinicius Junior goal gives Madrid 2-1 win over Sevilla



Vinicius Junior ran to the corner and performed some samba moves by the flag before his teammates rushed in to embrace him.",Sport
973,"Spain La Liga results & scorers (15th matchday)



Follow Ahram Online's coverage of Spain La Liga matches of the 2021/2022 season (26-29 November)",Sport
974,"Italy Serie A results & scorers (14th matchday)



Follow Ahram Online's coverage of Italy Serie A matches of the 2021/2022 season (26 -28 November)",Sport
975,"Jorginho's penalty gives Chelsea 1-1 draw against Man United



Ballon d'Or contender Jorginho made amends for an error leading to Manchester United's goal with an equalizing penalty for Chelsea in a 1-1 draw in the Premier League on Sunday.",Sport
976,"English Premier League results & scorers (13th matchday)



Follow Ahram Online's coverage of English Pramier League matches of the 2021/2022 season (27-28 November)",Sport
977,"Man City overcome heavy snow to beat West Ham 2-1 



Champions Manchester City overcame heavy snow and a battling West Ham side to claim a hard-fought 2-1 victory in the Premier League on Sunday.",Sport
978,"Messi assists help PSG top Saint-Etienne in French league



Lionel Messi had three assists in a 3-1 win over 10-man Saint-Etienne on Sunday to help Paris Saint-Germain extend its lead atop the French league standings to 14 points but the victory was marred by a Neymar injury.",Sport
979,"Snow forces postponement of Burnley v Spurs match



The Premier League match between Burnley and Tottenham was called off a little under an hour before kick-off on Sunday because of heavy snow at Turf Moor.",Sport
980,"Sergio Ramos to make PSG debut



Spanish defender Sergio Ramos will make his long-awaited debut for Paris Saint-Germain in Sunday's Ligue 1 game at Saint-Etienne.",Sport
981,"Virus-hit Portuguese team plays soccer with 9 men



Portuguese club Belenenses started a league match against Benfica with just nine players after an outbreak of coronavirus in its squad on Saturday. It was later called off just after halftime.",Sport
982,"Germany Bundesliga results & scorers (13th matchday)



Follow Ahram Online's coverage of Germany Bundesliga matches of the 2021/2022 season (26-28 November)",Sport
983,"Gerrard gets better of Vieira in battle of EPL greats



Steven Gerrard got the better of Patrick Vieira in the battle of the English Premier League greats-turned-managers as goals from Matt Targett and John McGinn secured a 2-1 win for Aston Villa at Crystal Palace on Saturday.",Sport
984,"Liverpool toys with Southampton in latest attacking clinic



Diogo Jota celebrated his early goal by sitting on the Anfield turf, crossing his legs and pretending to play on a gaming console.",Sport
985,"Haaland scores on return to help Dortmund to Bundesliga lead



Erling Haaland scored on his return from injury for Borussia Dortmund to move atop the Bundesliga with a 3-1 win at Wolfsburg on Saturday.",Sport
986,"Arsenal brush aside Newcastle as Howe suffers first defeat



Arsenal got back on track with a 2-0 win over Newcastle on Saturday as Eddie Howe suffered his first defeat as manager of the Premier League strugglers.",Sport
987,Greece coach van't Schip quits after World Cup qualifying failure,Sport
988,"European champions Italy, Portugal in same World Cup play-off bracket



European champions Italy and Portugal could meet for a place at the 2022 World Cup after being drawn in the same play-off path on Friday.",Sport
989,"Chelsea's Chilwell could return in six weeks after knee injury: Tuchel



Chelsea manager Thomas Tuchel says Ben Chilwell could return to action in just six weeks after the England defender suffered a worrying knee injury that prompted fears he could miss the rest of the season.",Sport
990,"Rangnick's expected arrival at Man Utd 'not good news' for rivals: Klopp



Liverpool manager Jurgen Klopp says Ralf Rangnick's expected arrival at arch-rivals Manchester United is ""not good news for other teams"" due to his vast experience and ability to organise teams.",Sport
991,"Haaland set to make suprise return from injury for Dortmund



Erling Haaland is set to make a surprise return for Borussia Dortmund this weekend after a five-week absence with a leg injury, his coach Marco Rose said on Friday.",Sport
992,"Howe to take charge of first Newcastle game after negative Covid test



Eddie Howe will be in the Newcastle dugout for the first time at Arsenal on Saturday after returning a negative test for coronavirus, a week after he was forced to miss his first game in charge.",Sport
993,"River Plate beats Racing to win Argentina league title



Argentinian soccer power River Plate beat rival Racing 4-0 on Thursday to win the country's first division title and give coach Marcelo Gallardo the only major domestic trophy he had yet to win.",Sport
994,"'Friends forever': Pele remembers Maradona



Brazilian football great Pele paid tribute to his fellow legend Diego Maradona Thursday on the first anniversary of the Argentine's death at age 60.",Sport
995,"Man Utd close to hiring Rangnick as interim boss: Reports



Ralf Rangnick is close to finalising a deal to become Manchester United's interim manager as they seek a replacement for the sacked Ole Gunnar Solskjaer, it was widely reported on Thursday.",Sport
996,"Soccer lawmakers set to make 5 subs option permanent, drop 25-minute halftime proposal



Soccer's lawmakers moved Thursday to make permanent the pandemic-era option of using five substitutes and dropped a proposal to let halftime be extended to 25 minutes.",Sport
997,"Arteta reveals talks with ex-boss Wenger about Arsenal return



Mikel Arteta hopes to bring former Arsenal boss Arsene Wenger back to the Emirates in some capacity after revealing on Thursday that initial talks had taken place.",Sport
998,"Vieira quick to effect culture change at Crystal Palace



 Patrick Vieira was never a player to shirk a challenge. His eight career red cards in the English Premier League as the enforcer in Arsenal's midfield is testament to that.",Sport
999,"Man City beat PSG 2-1, both advance in Champions League



Gabriel Jesus completed Manchester City's comeback to beat Paris Saint-Germain 2-1 and secure a place in the round of 16 of the Champions League as group winners on Wednesday.",Sport
1000,"Real Madrid reach knockout stage in CL for 25th straight time



Real Madrid advanced to the knockout stage of the Champions League for the 25th straight season on Wednesday after a comfortable 3-0 win at Sheriff.",Sport
1001,"UEFA Champions League results & scorers (5th round, group stage)



Follow Ahram Online's coverage of the UEFA Champions League of the 2021/2022 season (23-24 November)",Sport
1002,"Match facts: Manchester City v Paris Saint-Germain (UEFA Champions League)



Ahram Online provided a live score coverage of Wednesday's match between Manchester City and Paris Saint-Germain in the 5th round of the UEFA Champions League group stage.",Sport
1003,"No timeframe on Tottenham's success for new boss Conte



Tottenham Hotspur boss Antonio Conte has refused to set a timeframe for ending the north London club's long wait for silverware as he insisted trophies were the ""target"".",Sport
1004,"Benzema handed 1-year suspended sentence over blackmail case



France and Real Madrid forward Karim Benzema was given a 1-year suspended jail sentence and 75,000 euros ($84,000) fine Wednesday in a sex tape case that rocked French soccer.",Sport
1005,"Barcelona in danger after Champions League draw with Benfica



After failing to get the job done at home against Benfica, Barcelona knows it will likely need a win at unbeaten Bayern Munich to avoid its first group-stage elimination in the Champions League in nearly two decades.",Sport
1006,"Sevilla beats Wolfsburg to stay alive in Champions League



Sevilla kept alive its chance of advancing in the Champions League with its first group-stage win of the season.",Sport
1007,"Barcelona held by Benfica at home in Champions League



Barcelona was held by Benfica to a 0-0 draw at home Tuesday and will likely need a victory at Bayern Munich in its final group game to advance in the Champions League.",Sport
1008,"Chelsea reach Champions League last 16 after Juve rout



Chelsea booked their place in the Champions League last 16 as Trevoh Chalobah's controversial goal put the holders on course for an imperious 4-0 rout of Juventus on Tuesday.",Sport
1009,"Match facts: Chelsea v Juventus (UEFA Champions League)



Ahram Online provided a live score coverage for Tuesday’s match between Chelsea and Juventus in the 5th round of the UEFA Champions League group stage",Sport
1010,"Ronaldo helps Man U beat Villarreal to reach Champions League last 16



A smart piece of improvisation by Cristiano Ronaldo helped send Manchester United into the last 16 of the Champions League as Michael Carrick's spell as the English club's interim manager began with a 2-0 win at Villarreal on Tuesday.",Sport
1011,"Match facts: Villarreal v Manchester United (UEFA Champions League)



Ahram Online provided a live score coverage for Tuesday’s match between Villarreal and Manchester United in the 5th round of the UEFA Champions League group stage",Sport
1012,"Pochettino 'happy' in Paris despite Man Utd interest



Mauricio Pochettino insisted he is happy to see out his contract until 2023 at Paris Saint-Germain on Tuesday despite speculation linking him with the vacant managerial position at Manchester United.",Sport
1013,"Already-qualified Liverpool won't go easy on Porto, says Klopp



Respect for the Champions League and the need for consistency in team selection will see Liverpool manager Jurgen Klopp select a strong lineup against Porto on Wednesday, despite the English side already being assured of winning its group.",Sport
1014,"World Cup host Qatar used ex-CIA officer to spy on FIFA: AP report



The tiny Arab nation of Qatar has for years employed a former CIA officer to help spy on soccer officials as part of a no-expense-spared effort to win and hold on to the 2022 World Cup tournament, an investigation by The Associated Press has found.",Sport
1015,"Leipzig coach Marsch and goalkeeper positive for coronavirus



Leipzig will be without American coach Jesse Marsch and first-choice goalkeeper Peter Gulacsi for Wednesday's Champions League game at Brugge after they contracted the coronavirus.",Sport
1016,"Spanish great Sergio Ramos finally poised for PSG debut



Spanish great Sergio Ramos could make his long-awaited first appearance for Paris Saint Germain in Wednesday's Champions League group match with Manchester City.",Sport
1017,"Porto's headquarters raided in probe over players' transfers



Portuguese authorities raided Porto's headquarters on Monday as part of an investigation into alleged irregularities related to players' transfers.",Sport
1018,"Italy Serie A results & scorers (13th matchday)



Follow Ahram Online's coverage of Italy Serie A matches of the 2021/2022 season (20-.22 November)",Sport
1019,"Spain La Liga results & scorers (14th matchday)



Follow Ahram Online's coverage of Spain La Liga matches of the 2021/2022 season (19-22 November)",Sport
1020,"Romelu Lukaku set to return for Chelsea against Juventus



Romelu Lukaku is set to return from a month out with an ankle injury in Chelsea's Champions League match against Juventus on Tuesday.",Sport
1021,"Man Utd malaise runs deeper than failed managers



Manchester United have finally bitten the bullet and sacked Ole Gunnar Solskjaer, but the move appears unlikely to address the deeper eight-year malaise at the club that dominated English football for two decades.",Sport
1022,"German sport facing disruption as 4th coronavirus wave hits



Canceled games, players in quarantine and arguments over vaccine mandates.",Sport
1023,"United star Ronaldo pays tribute to 'outstanding human' Solskjaer after sacking



Cristiano Ronaldo paid tribute on Monday to ""outstanding human being"" Ole Gunnar Solskjaer after the Norwegian was sacked as Manchester United manager.",Sport
1024,"Southgate signs new contract with England through 2024



England coach Gareth Southgate has signed a new contract through to the end of 2024, the Football Association said Monday.",Sport
1025,"Sports minister wants sanctions after French soccer violence



French sports minister Roxana Maracineanu said domestic soccer needs a ``radical and immediate`` reality check following crowd trouble in Sunday's league match between Lyon and Marseille, the latest in a series of violent episodes.",Sport
1026,"Champions League: Carrick thrust into limelight at Man United



Some talking points in the Champions League heading into the fifth round of group games:",Sport
1027,"In Photos: Qatar marks one-year milestone before the 2022 World Cup



On 21 November 2022, the first FIFA World Cup™ in the Middle East and Arab World will begin as the world’s best national teams meet in Qatar. The tournament will be like no other, offering fans the opportunity to discover the culture of the host country, and the chance to attend more than one match per day during the group stage.",Sport
1028,"English Premier League results & scorers (12th matchday)



Follow Ahram Online's coverage of English Premier League matches of the 2021/2022 season (20-21 November)",Sport
1029,"Real Madrid hit four past Granada to return to top of La Liga



Vinicius Junior scored his 10th goal of the season as Real Madrid thrashed Granada 4-1 on Sunday to shoot back to the top of La Liga.",Sport
1030,"Cancelo's pass, Rodri's screamer headlines Man City's win over Everton



Joao Cancelo's latest brilliant assist and a long-range thunderbolt from Rodri led Manchester City to a 3-0 win over Everton in the Premier League, lifting the defending champions back to within three points of leader Chelsea on Sunday.",Sport
1031,"What next for Man Utd after Solskjaer sacking?



Manchester United once again have to press the reset button after Ole Gunnar Solskjaer became the fourth manager to be shown the door since Alex Ferguson stepped down in 2013.",Sport
1032,"UPDATED: Manchester United fires manager Ole Gunnar Solskjaer



Manchester United fired Ole Gunnar Solskjaer after three years as manager on Sunday after a fifth loss in seven Premier League games.",Sport
1033,"No fans at Leipzig-Manchester City due to lockdown measures



Manchester City's Champions League game at Leipzig looks set to be played without fans next month due to soaring coronavirus infection rates in that part of Germany.",Sport
