,Final_text,Category
6287,art alert mazeek hageen double concert genaina theatre concert part genaina theatre annual hayy festival programme,Art
6288,art alert beloved song musician cairo gomhoreya theatre dubbed grand musical spectacle evening feature well known composition egyptian international repertoire,Art
6289,former singer turned extremist fadel shaker return pop music egyptian ramadan series intro,Art
6290,egyptian conductor composer hisham gabr awarded france order art letter gabr awarded chevalier de lordre de art et de lettres joining rank naguib mahfouz gamal elghitani inji aflatoun alaa alaswany,Art
6291,art alert telepoetic concert alexandria ’ jesuit center telepoetic currently touring album ensehab,Art
6292,art alert awardwinning cairo celebration choir perform worldrenowned ayoub sister egypt,Art
6293,art alert hana afifi gang perform cairo ’ room art space vocalist band perform jazz cover english arabic french song,Art
6294,mamma mia swedish supertroupers abba release new song,Art
6295,art alert osiris string orchestra awtar quartet perform hanager theatre,Art
6296,cairo step collect german jazz music award berlin ceremony ensemble received award album flying carpet created german band quadro nuevo,Art
6297,art alert tango night flute bow ensemble ensemble founded year flautist rania omar performed cairo opera house,Art
6298,art alert sol dièse band perform cairo ’ makan flamenco band formed 2017 guitarist ahmed elsayed,Art
6299,programme elgenaina theatre music concert april may,Art
6300,music lyric important language song lebanesefrench musician bachar mar khalifé ahram online spoke bachar mar khalifé performed cairo within march downtown contemporary art festival,Art
6301,kendrick lamars pulitzer win hailed big music,Art
6302,programme performance talk workshop cairo contemporary music day,Art
6303,saudi arabia seek french help music opera cinema,Art
6304,art alert tunisian yuma duo open el genaina theater 14th music season 14th annual music season elgenaina theater present numerous arab egyptian band coming week,Art
6305,finding one ’ voice new project egypt ajam choir ajam newly launched project moustafa hussein gather people different walk life teach sing first concert took place 21 march elsakia,Art
6306,obituary palestinian artist rim banna 19662018 palestinian gazelle leap side,Art
6307,photo jordan dozan wa awtar cairo celebration choir perform eldar large audience second joint performance cairo two choir conducted nayer nagui nedy muna,Art
6308,art alert easter concert faurés requiem beethoven tchaikovsky cairo opera concert include faurés requiem alongside beethoven leonore overture tchaikovsky capriccio italien conducted hisham gabr,Art
6309,fan celebrity mourn palestinian singer rim banna twitter,Art
6310,jose antonio abreu noted venezuelan musician dy aged 78,Art
6311,palestinian singer songwriter rim banna dy battle cancer singer known song palestine drawing folklore poetry childrens story struggle occupation,Art
6312,art alert lebanese french bachar markhalifé perform cairo evening fusing soul jazz techno electronic music feature lebanesefrench bachar markhalifé well bittuner andro elhawy elsweasy teklife islam chipsy sadat,Art
6313,evening italian singer eugenio bennato cairo opera concert held within framework italy culture mediterranean programme,Art
6314,art alert spring come cairo violin soprano violinist yasser elserafi soprano dalia farouk accompanied david hale piano,Art
6315,art alert mozart requiem return bibliotheca alexandrina bibliotheca alexandrina held first performance mozart requiem mass allegyptian lineup back 2015 followed concert cairo,Art
6316,art alert jordan dozan wa awtar choir return cairo second collaboration cairo celebration choir dozan wa awtar perform world music concert eldar,Art
6317,photo lebanese tarek yamani performs cairo dcafs large crowd concert took place friday 16 march greek campus,Art
6318,art alert voice bass cairo da house concert feature vocalist amy frega bassist samer george,Art
6319,remembering mohamed abdelwahab composer generation composer singer mohamed abdelwahab born beginning 20th century died 1991,Art
6320,art alert cairo ’ artsmart gallery set artwork music united philharmonic orchestra conducted nader abbassi feature tenor hany andelzaher ragaa eldin amr medhat,Art
6321,art alert evening mozart saint saens schubert alexandria opera alexandria opera string orchestra conducted hisham gabr,Art
6322,art alert bach ravel cairo awtar quartet quartet upcoming concert feature mohamed ahmed winner 2017 nicolas latif string competition,Art
6323,dont put art coffin grammywinning fathy salama sufism v modernism concert fathy salama featured mahmoud eltohamy revolutionary sufi concert cairo opera house,Art
6324,music dialogue member troupe kodo japanese drummer cairo since appearance troupe 1981 festival berlin kodo spending third year overseas,Art
6325,art alert horus ensemble perform period instrument cairo horus ensemble consists german egyptian musician,Art
6326,art alert panflautist gheorghe zamfir play umm kalthoum cairo opera romanian musician zamfir world famous rendition traditional music well composition,Art
6327,art alert sufism versus modernism cairo opera concert sufism v modernism witness cooperation fathy salama sheikh mahmoud altuhami,Art
6328,alexandria tchaikovsky school rare mediterranean pearl embrace young music student 50 young musician gave captivating musical performance library alexandria saturday,Art
6329,art alert baroque night cairo guitar collective cairo guitar collective perform room art space cafe week alexandria next month,Art
6330,art alert operetta merry widow arabic return cairo opera one rare occasion western opera gem translated arabic performed cairo stage,Art
6331,art alert cairo symphony orchestra get inspired jazz upcoming concert orchestra perform work gershwin bernstein shostakovich,Art
6332,egyptian composer rageh daoud honoured mauritania composing new national anthem daoud one prominent egyptian composer among many orchestral work also composed score several wellknown film,Art
6333,settling house interview magdi saber cairo opera house ’ new chairman midjanuary magdi saber appointed cairo opera house ’ new chairman replacing ines abdeldayem held post since 2012,Art
6334,remembering umm kalthoum grand dame arab singing 3 february mark 43rd anniversary death grand dame arab singing umm kalthoum whose rich voice backed intelligence deep cultural appreciation,Art
6335,egyptian pianist mohamed sham johannes brahms meet cairo opera 20 january mohamed sham performed johannes brahms ’ concerto 1 piano orchestra minor cairo symphony orchestra conducted ahmed elsaedi,Art
6336,piano peace syrian pianist composer malek jandali jandali ’ upcoming album jasmine tree yet another ode rich history beauty syrian culture released 3 february 2018 carnegie hall,Art
6337,art alert arabic music concert cairo ’ beshtak palace mohamed shatta performing wellknown arabic song,Art
6338,apropos music meditation personal love chopin poet piano polish composer frédéric chopin part international musical consciousness timeless poetry melody honesty humility,Art
6339,egyptian musician participate uaes wasla festival wasla arab festival alternative music held dubai,Art
6340,magdy saber appointed acting chairman cairo opera house saber replace ines abdeldayem recently appointed minister culture,Art
6341,renowned panflautist gheorghe zamfir hold cairo concert support cancer patient romanian musician perform charity concert fairmont tower hotel 18 19 january several egyptian musical movie star attendance,Art
6342,cranberry singer dolores oriordan dy suddenly 46,Art
6343,art alert renowned egyptian pianist mohamed sham give two cairo performance january mohamed sham performs widely international scene made debut new york carnegie hall 2015,Art
6344,art alert music gem retro band el sawy culturewheel retro band start new year one interesting melange classic song modern themed song retrospect,Art
6345,warsaw stage first chopin global competition period piano,Art
6346,art alert estabena band performing cairo ’ room art space band performs blend sound different mediterranean country,Art
6347,art alert hania fansa cairo darb 1718 fansa alternative rock band appear part monthly mazzika x elsat7 event,Art
6348,photo vienna philharmonic riccardo muti waltz world 2018,Art
6349,art alert mapping possibility vi concert cairo ’ zawya mapping possibility experimental project audiovisual performance,Art
6350,tunisian selim khamassi among winner malek jandali inaugural intl youth piano competition 15yearold selim khamassi second prize newly launched competition syrian pianist jandali,Art
6351,remembering farid alatrash star musical film egyptbased syrian singer composer farid al atrash died 43 year ago 26 december 1974,Art
6352,new zealand singer lorde cancel tel aviv show pressure antiisrael group,Art
6353,egyptian rock band invisible hand perform berlinale 2018 cairobased trio perform 68th annual berlin film festival,Art
6354,first ever syrian enter prestigious leeds intl piano competition britishsyrian national riyad nicolas arab pianist selected take part leeds competition,Art
6355,vibe da house siko egyptian music business entrepreneur dream big ahmed mohamed sakran known siko founder cairo ’ vibe studio da house newer initiative embracing independent musician,Art
6356,scientist tune brain uncover music healing power,Art
6357,orchestra great way amplify value german tradition corporate company symphonic ensemble,Art
6358,art alert concert memory iconic singer farid elatrash cairo alexandria simultaneous concert held honour king oud 43 year death 1974,Art
6359,art alert ballet nutcracker add warmth christmas season cairo opera annual performance includes artistic revision late egyptian choreographer abdel moneim kamel,Art
6360,people asking soprano omo bellos success attracts nigerian opera,Art
6361,prosecutor charge met opera conductor james levine alleged sexual abuse investigation,Art
6362,rock icon johnny hallyday known french elvis dy 74,Art
6363,new york met opera suspends longtime conductor james levine sex abuse accusation,Art
6364,google doodle celebrates late egyptian opera singer ratiba elhefny ratiba elhefny renowned egyptian soprano musician born 2 december 1931 passed away 16 september 2013,Art
6365,farewell shadia cairo alexandria opera dedicate concert late egyptian actress singer shadia iconic egyptian artist passed away tuesday 28 november age 86,Art
6366,cairo opera house announces three day mourning following north sinai attack activity organised cairo opera suspended three day starting friday film screening managed ongoing cairo intl film festival continue,Art
6367,beatles sale german police recover john lennon diary,Art
6368,art alert mezzosoprano panama join egypt artist romeo juliet panamanian mezzosoprano maria cecilia prado join egyptian singer orchestra performance hector berlioz romeo juliet symphonie dramatique,Art
6369,egypt famed musician omar khairat perform london first time event organised egypt face child need charity organization,Art
6370,acdc founding member malcolm young dead 64,Art
6371,art alert passionate love hatred come verdi il trovatore cairo opera house featuring singer cairo opera company il trovatore directed hisham eltally cairo opera orchestra conducted david crescenzi,Art
6372,jordan brace production la bohème highlight 2nd amman opera festival launched july 2017 amman opera festival first arab region dedicated operatic art,Art
6373,art alert double bill concert nour harkati aytma sorour band cairo ’ elgenaina theatre performer mix electronic music influence create unique eclectic style,Art
6374,art alert looperia project bring african fusion cairo arab institute looperia project blend spiritual lyric sufi tradition gnawa sense rhythmic beat,Art
6375,experience positive thing brings musician japan blind pianist,Art
6376,antiart noise exploring opposite music modern life created soaked noise pollution understanding harmful effect high volume mental emotional physical health first step correcting problem,Art
6377,art alert africairo concert ahmed omar asia madani genaina theatre project present fusion african music contemporary egyptian,Art
6378,art alert argentine bandoneonist rodolfo mederos perform cairo opera house rodolfo mederos performed alongside numerous prominent tango musician performing cairo musical trio,Art
6379,u rocker tom petty reported dead age 66 u medium,Art
6380,like remembering halim eldabh egyptian ethnomusicologist pioneer electronic music halim eldabh died 2 september age 96 hailed music created thought art form well unique outlook life,Art
6381,responsibility monitor audience behaviour say egypt musician syndicate rainbow flag incident,Art
6382,lebanese mashrou leila rock cairo triple bill concert triple bill concert cairo festival city music park included jordanian elmorabba3 lebanese mashrou leila egyptian sharmoofers,Art
6383,programme 9th edition cairo jazz festival ninth edition cairo jazz festival brings selection local international musician alongside workshop,Art
6384,motherly general hidden force behind al nour wal amal orchestra nagat radwan executive manager al nour wal amal chamber orchestra music institute never appears limelight yet key part orchestra growth,Art
6385,art alert fathy salama daas present flying concert concert showcase result workshop music theory darb elahmar art school,Art
6386,jordanian el morabba3 lebanese mashrou ’ leila egyptian sharmoofers play cairo festival three band perform music park festival cairo festival city,Art
6387,art alert maryam saleh maurice louca tamer abu ghazaleh release lekhfa album launch concert take place alazhar park lake theatre,Art
6388,egyptian ethnomusicologist pioneer electronic music halim eldabh dy 96 eldabh egyptian composer performer educator experimented electronic music egypt went establish usa,Art
6389,arab international musician boycott berlin popkultur festival israeli sponsorship egyptian band islam chipsy eek among number artist dropped festival,Art
6390,woman al nour wal amal orchestra vibrant plethora musician talent personality al nour wal amal chamber orchestra blind visually impaired woman musician returned 31st international tour performed hong kong china,Art
6391,art alert jordanian rock band jadal play american university cairo among many song jadal perform latest album malyoun,Art
6392,alnour wal amal orchestra late conductor ali osman violinist basma saad honoured citadel festival late conductor composer ali osman alhaj violinist basma saad among distinguished egyptian artist honoured opening ceremony 26th citadel festival music singing saturday,Art
6393,cairo opera inaugurates 26th citadel festival music singing festival run 26 august two evening event taking place mahka theatre cairo historic saladin citadel,Art
6394,art alert india celebrate 70th anniversary independence sitar recital cairo sitar recital feature indian musician led agni kumar verma,Art
6395,musician flee libya right rap,Art
6396,art alert souad massi perform egypt ’ north coast massi garnered wide fan base egypt since first performance cairo 2007,Art
6397,interview north african music beyond identity alienation ribab fusion labess ribab fusion labess two band performed recent timitar festival algeria share thought identity music finding success,Art
6398,african female musician rise new narrative female musician changing global music scene often remain periphery highlighting need revise patriarchal westerncentered racist narrative music history,Art
6399,hong kong revel music egypt alnour wal amal blind woman orchestra orchestra touring hong kong china first time,Art
6400,egypt alnour wal amal orchestra blind woman perform china first time 40 woman alnour wal amal chamber orchestra give three concert moving city mainland china hong kong,Art
6401,art alert hany must farida elgueretly yasmine samy concert elbet alwan independent singer perform cover original song accompanied violinist yasmine samy,Art
6402,egyptian singer mohsen farouq dy 56 prominent artist arabic music lead singer cairo opera house,Art
6403,jordaninan composer tarek elnasser creates dialogue music alexandria concert elnasser strengthens legacy soundtrack television series song wrote band rum live piano performance,Art
6404,linkin park singer bennington dead 41 apparent suicide,Art
6405,malaysia ban despacito state broadcaster offensive lyric,Art
6406,art alert syrianswedish singer faia younan perform egypt arab audience introduced younan 2014 along sister rihan launched video titled country,Art
6407,art alert tunisian singer ghalia benali give two concert cairo alexandria concert organized cairo opera house part summer festival,Art
6408,egyptian singer fairouz karawya release new album ‘ kohl ’ album feature song latest project mazagang,Art
6409,art alert moroccan songstress oum perform cairo genaina theatre singer first time performing egypt,Art
6410,egyptian bass baritone ashraf sewailam make new york directorial debut sewailam directing cunning little vixen staged dell ’ arte opera ensemble new york city august,Art
6411,discovering world nextdoor morocco ’ timitar festival originally created support amazigh culture morocco timitar sign culture festival grown hub local international musician embracing classic folklore contemporary experimental music,Art
6412,remembering asmahan woman legend asmahans life death remains shrouded mystery,Art
6413,easy perseverance everything possible egyptian tenor ragaa eldin recently young egyptian tenor ragaa eldin association opera operetta enthusiast award international tenor tournament szczecin poland,Art
6414,bibliotheca alexandrina ready biggestever summer festival 15th bibliotheca alexandrina international summer festival kick 10 july continue 26 august,Art
6415,ibrahim maalouf samira said among lebanon baalbeck intl festival highlight baalbeck international festival held step lebanon historic bacchus temple,Art
6416,tap tap differentlyabled musician chech orchestra take world storm,Art
6417,music like medicine hip hop central african republic pull nation together,Art
6418,egyptian tenor ragaa eldin win award poland international competition taking place northwest polish city szczecin international tenor tournament competition singer judged audience opera aficionado,Art
6419,wust el balad release music video law kan new song dedicated refugee,Art
6420,cairokee launch latest album london fifth latest album egyptian band cairokee titled drop white featuring abdelrahman roshdi,Art
6421,restore demolish controversy surround istanbul ataturk cultural centre,Art
6422,remembering abdelhalim hafez idol mass,Art
6423,lebanese icon fayrouz announces release new single lameen song first single released singer upcoming album bebalee,Art
6424,art alert malaaz band cairo el sawy culturewheel malaaz egyptian alternative rock band,Art
6425,egypt maryam saleh sweden crash nomada release new single new song leih ya hamam reinterpretation traditional sufi tune,Art
6426,alexandrian band aqsa alwasat morocco malika zarra aqsa alwasat malika zarra performed closing night elgeneinas hayy ramadan festival ran 414 june,Art
6427,art alert gypsy jazz project dalia farid perform cairo room pioneer gypsy jazz genre egypt team versatile performer farid evening music song,Art
6428,art alert karkadan perform cairo ’ da house music project feature musician kareem elghalid oneman show,Art
6429,art alert awtar quartet invite eastern night ramadan quartet perform alrabaa cultural centre fatimid cairo,Art
6430,art alert egyptian folk artist hawas band perform darb 1718 concert part layalina ramadan festival,Art
6431,dokkan egypt instrumental band creative process challenge future band opening performance el geneinas hayy ramadan festival cairo met resounding applause,Art
6432,art alert tunisian singer ghalia benali perform cairo sehraya apart numerous stage performance tunisian singer ghalia benali also starred number film,Art
6433,art alert music architecture talk hany shenouda music architecture architecture music talk conducted egyptian composer hany shenouda,Art
6434,palestinian violinist brings music young refugee,Art
6435,bob dylan present nobel lecture swedish academy,Art
6436,cairo el genaina theatre kick hayy festival musician egypt libya festival began 4 june performance instrumental band dokkan libyan singer nasser elmizdawi,Art
6437,art alert janan band perform cairo room art space janan band founded 2015 egyptian musician noha fekry,Art
6438,art alert rising soloist featured cairo celebration choir concert evening highlight soloist cairo awardwinning choir,Art
6439,tear wall usmexico border protest join dresden sinfoniker local musician,Art
6440,aswan music project reviving musical dynamism upper egypt commissioned aga khan music initiative aswan music project rediscovers musical heritage aswan bringing boundless benefit local egyptian international community,Art
6441,art alert elgeneina theater hayy concert series set launch nasser elmezdawi dokkan concert continue cairo elgeneina theater 4 14 june,Art
6442,art alert egyptian music ensemble eltanbura emdan elnoor perform darb 1718 event part layalina ramadan festival,Art
6443,art alert french institute cairo fete de la musique event held cairo 17 june alexandria 18 june,Art
6444,ariana grande hold june 4 benefit concert manchester victim,Art
6445,art alert sudanese band rango cairo ’ eldammah theatre band includes hassan bergamon one last rango player egypt,Art
6446,improvisation way life lebanese star trumpeter maalouf,Art
6447,singer songwriter gregg allman dead 69,Art
6448,programme ramadan el genaina theatre egypt africa el genaina theatre brings yet another edition hayy festival providing unique music experience audience,Art
6449,art alert day egypt rock band arab rock festival concert arab rock festival volume ii feature performance six egyptian band,Art
6450,art alert sound egypt orchestra ’ black white concert cairo opera house orchestra conducted ahmed atef concert different theme,Art
6451,cairo symphony orchestra perform austria ’ prestigious hall orchestra perform vienna salzburg wednesday thursday,Art
6452,art alert darb 1718s musical night feature belgianegyptian band binti band comprised six singing sister perform gallery rooftop event mazzika x el sat7,Art
6453,art alert awardwinning cairo celebration choir perform rossini masterpiece ccc choir conducted nayer nagui perform rossini petite messe solennelle,Art
6454,centennial ella fitzgerald celebrated grammy video audio exhibition,Art
6455,photo fathy salama concert cairo opera house grammyaward winning fathy salamas concert featured amr yehia participant north african concert competition,Art
6456,art alert paranoid eye stage cairo ’ room art space café egyptianbased band paranoid eye play music cover inspired pink floyd,Art
6457,photo danish musician hold underwater aquasonic concerto,Art
6458,french conductor lead tehran orchestra sign growing tie,Art
6459,art alert rock musical leila cairo marquee theatre musical premiere 20 april continue 21 may,Art
6460,art alert gypsy jazz project perform live cairo band ’ music influenced renowned jazz artist django reinhardt stephane grappelli,Art
6461,africa cape verde april festival see musician chasing fame,Art
6462,egyptian musician wagdi francis founder le petits chat band dy wagdi francis founder principal dynamo le petits chat died wednesday 12 april cairo,Art
6463,art alert swedish tarabband perform cairo ’ elgeneina theatre band two award swedish world music award 2014,Art
6464,composer du yun win pulitzer trafficking opera,Art
6465,cairo opera house suspends activity 3 day mourning church attack opera resume activity cairo alexandria damanhour wednesday 12 april,Art
6466,art alert fathy salama perform oriental indie rock concert cairo opera,Art
6467,art alert beatles tribute glass onion awtar quartet cairo first time glass onion band team awtar quartet,Art
6468,art alert evening french music faurés requiem alexandria evening featuring faurés requiem work french composer bibliotheca alexandrina orchestra choir conducted hisham gabr,Art
6469,art alert egypt alnour wal amal orchestra honour late conductor ali osman concert ali osman alhaj trained conducted visually impaired orchestra passed away 16 february,Art
6470,dylan enigmatic accepts 2016 nobel prize last,Art
6471,egyptian popular resistance singer ghazali dy 79 among iconic song ya beyoot elsuez,Art
6472,palestinian composer issa murad move across culture new album joussour following release france issa murad ’ first album available egypt,Art
6473,art alert looperia project perform cairo ’ room art space band known blend sound different african spiritualist tradition,Art
6474,art alert cairo room art space host cat stevens tribute night concert performed egyptian rock band karkadan,Art
6475,egypt osiris string orchestra perform first time concert featured osiris string orchestra composed entirely amateur musician awtar quartet,Art
6476,rock n roll father chuck berry dead 90,Art
6477,closer people british practice education inclusion outreach music following belief music journey break many barrier uk cultural manager use music tool reach community educate,Art
6478,art alert cairo host coldplay tribute darb 1718 egyptian band strawberry swing perform coldplay cover 16 march,Art
6479,osiris string orchestra new ambitious ensemble platform egypt ’ amateur musician orchestra brainchild awtar quartet implemented cooperation osiris art production training first concert take place week saint cathedral cairo,Art
6480,east anglia maqamat egyptian musician meet uk young talent 12 17 february musician european egyptian contemporary music society held workshop talent enrolled aldeburgh young musician programme suffolk uk,Art
6481,hakawateya cultural fusion dina el wedidi mazaher chelsey green cairo citadel egyptian independent singer dina el wedidi american musician chelsey green band green project performed cairo citadel 28 february,Art
6482,remembering ali osman composer academic conductor egypt al nour wal amal orchestra egypt ’ music scene lost ali osman sudanese composer conductor educator man whose work al nour wal amal visually impaired blind woman orchestra among precious accomplishment,Art
6483,art alert u embassy present al hakawatiya concert cairo alexandria american music abroad concert alhakawatya held cairo citadel bibliotheca alexandrina,Art
6484,music entire community inclusion practice britten uk home snape maltings learning inclusion department us music embrace community large child differentlyabled elderly prison inmate extending activity international scene,Art
6485,ali osman alhaj egyptbased sudanese conductor composer dy ali osman alhaj conductor alnour wal amal orchestra visually impaired blind woman,Art
6486,egyptian musician give workshop british composer snape maltings egyptian musician european egyptian contemporary society join week collaboration aldeburgh young musician programme uk,Art
6487,photo enrico macias concert alexandria concert received nostalgic appreciation audience sang along frenchalgerian singer wellknown tune,Art
6488,two choir perform together egypt jordan musical connection egypt cairo celebration choir jordan dozan wa awtar performed together cairo 3 february alexandria 4 february,Art
6489,art alert germany jacaranda ensemble perform cairo alexandria ensemble two concert egypt fall within arab world tour,Art
6490,mozart meet match stage hit amadeus come screen,Art
6491,nobel dylan plan latest sinatra album,Art
6492,syrian musician limbo travel ban,Art
6493,art alert cairo celebration choir jordan dozan wa awtar perform together egypt two choir silver gold award 9th world choir game sochi russia 2016,Art
6494,art alert two glass onion acoustic gig cairo madaar glass onion regularly performed beatles tribute concert across cairo venue since band founded 2010,Art
6495,palestinian president honour egypt ’ musician syndicate head hany shaker hany shaker awarded medal culture science art degree excellence,Art
6496,turkey slam french song mocking istanbul new year attack,Art
6497,egyptian oboist finnish musician conclude concert across finland egyptian oboist wessam amin finnish violinist laura virtanen pianist marko hilpo performed across finland last week,Art
6498,american university cairo join public transmission met opera gounod romeo juliet fourth met opera screening held auc academic year first public performance provided institution,Art
6499,art alert high dam perform music egypt south alexandria band active since 2012,Art
6500,egyptian conductor composer hisham gabr performs bulgaria gabr gave concert plovdiv philharmonic orchestra including highlight composition 2011 egyptian film el shoq lust,Art
6501,singing love egypt monica george revisits coptic hymn david junior choir ahead concert 15 january young egyptian mezzosoprano monica george talk bringing coptic spiritual music wider audience,Art
6502,art alert ebn elbalad ’ folk music alexandria ’ french institute band comprised 14 member,Art
6503,art alert night acoustic melody voice bass cairo ’ magnolia frega george active member multiple music group,Art
6504,interview egyptian accordionist youssra elhawary reflects journey within independent music scene youssra elhawary spoke ahram online career study france egypt independent music scene future plan,Art
6505,art alert egyptian singer fayrouz karawya bring new project cairo osiris electronic beat come forefront karawyas newest project,Art
6506,egyptian golden age singer nagat elsagheera reemerges new single single titled kol elkalam come 15year hiatus,Art
6507,art alert cairo step german quadro nuevo perform three egyptian city cairo step ensemble german quadro nuevo ensemble give concert cairo alexandria damanhour jan 11 13 14 respectively,Art
6508,art alert met opera live screen verdi ’ nabucco cairo alexandria event part worldwide live transmission held new york metropolitan opera,Art
6509,music levant refuge powerful moment 2016 many musician levant music became answer grief everlasting bridge past present testimony unique culture identitites challenged bitter reality,Art
6510,art alert singer mohamed adaweya perform cairo new year eve singer perform track new album new cairo,Art
6511,art alert egyptian accordionist youssra elhawary perform room elhawarys career took 2012 hit single elsoor,Art
6512,2016 begin end music death,Art
6513,british pop music superstar george michael dy 53 billboard magazine quoted michael manager saying singer died heart failure,Art
6514,vienna state opera headed record company executive,Art
6515,art alert glass onion performs beatles tribute new year ’ eve gomhouriya theatre glass onion regularly performed beatles tribute concert across cairo venue since band founded 2010,Art
6516,art alert egyptian soprano neveen allouba add voice christmas festivity nevine alloubas annual christmas concert held cairo opera house,Art
6517,art alert talk behindthescenes zap tharwat ’ music video nour song woman right garnered one million view online le 24 hour release,Art
6518,art alert nutcracker ballet celebrate christmas season cairo opera house annual performance includes artistic revision late egyptian choreographer abdel moneim kamel,Art
6519,cairo choral society join egypt christmas season schubert mass g concert 7 8 december cairo choir society conducted john baboukis interweaved schubert mass g mozart motet,Art
6520,egyptian composer omar khairat perform new kuwaiti opera house sheikh jaber alahmad cultural centre host egypt famous maestro 23 december,Art
6521,art alert cairo ’ strawberry swing band play cover coldplay song,Art
6522,art alert family concert showcase two promising young violinist cairo alexandria evening feature two talented hungarianegyptian sister violinist – 11yearold amira 8yearold mariam,Art
6523,art alert lebanese diva fairouz rahbani brother legacy celebrated cairo french institute event wil mark launch activity faironolia band dedicated celebrating musical legacy lebanese icon fairouz rahbani brother,Art
6524,art alert iraqi musician naseer shamma release new album cairo concert shamma celebrated giving traditional string instrument contemporary sound,Art
6525,art alert fathy salama ’ north african fusion cairo opera,Art
6526,art alert upper egypt childrens choir perform cairo child ’ choir managed association upper egypt education development,Art
6527,art alert lecture egyptian zar ritual cairo netherlands institute lecture look egyptian zar recontextualized today world,Art
6528,art alert beethoven choral symphony performed alexandria 9th symphony ludwig van beethoven performed ba chamber orchestra ba youth orchestra ba symphonic choir soloist conducted hisham gabr,Art
6529,music icon sting reopens bataclan concert hall one year massacre paris,Art
6530,musiclovers mourn songwriter poet leonard cohen dead 82,Art
6531,legendary police lead singer sting paris batalcan concert sell within hour,Art
6532,art alert famed gidon kremer kremerata baltica chamber orchestra tour egypt internationally renowned latvian violinist gidon kremer performs egypt orchestra part international concert tour,Art
6533,google doodle commemorates late iconic lebanese singer wadih el safi google celebrates late lebanese musician wadih el safi would 95th birthday,Art
6534,famed italian tenor bocelli sings launch kuwait culture centre,Art
6535,art alert meshwar band bring reggae music cairo elgenaina theatre founded 2011 band harmonises reggae groove arabic lyric,Art
6536,programme 25th arab music festival egypt concert take place cairo opera house great hall downtown arabic music institute,Art
6537,art alert tunisian singer dorsaf hamdani perform cairo elgenaina theatre hamdani performs song tunisian arabic music repertoire,Art
6538,art alert dokkan perform cairo house oud concert celebration band first year anniversary,Art
6539,photo cairo jazz festival open light downtown since 2009 festival become one city ’ anticipated annual event,Art
6540,9th panorama european film launch music night zigzag concert introduces urban lens spotlight berlin one two new section year panorama,Art
6541,interview palestinian musician reem kelani latest project ‘ live tabernacle ’ album ’ official launch concert took place 12 october tabernacle london,Art
6542,radames orleans egypt tenor george wanis talk aida international career passion george wanis sing opera aida orleans march one many international commitment francebased egyptian tenor,Art
6543,reaction dylan nobel prize win billy bragg stephen king,Art
6544,drake break nomination record previously held michael jackson,Art
6545,art alert nile project concert darb 1718 evening feature 12 musician 6 country,Art
6546,new megafestival hears rock history via mccartney,Art
6547,programme cairo jazz festival 2016 8th cairo jazz festival brings three day international local music cairene capital,Art
6548,egypt classical music world launched new season 20162017 numerous company performing classical music opera ballet launched new 20162017 season cairo alexandria,Art
6549,interview lebanon tania saleh beirut love art experimentation ahram online met multifaceted artist recent trip cairo discussed vibrant artistic vocation,Art
6550,photo lebanon ’ adonis performs full house cairo elgenaina theatre band brought poprock sound alazhar park wednesday,Art
6551,new york metropolitan opera new season live stream egypt met opera live hd transmission started streaming egypt 2010,Art
6552,egypt eskenderella palestine yalalan revisit sheikh imam shayed qusorak ’ song second product musical collaboration two wellknown arab band,Art
6553,palestine ’ tamer abu ghazaleh jordan ’ random house enthrall cairo audience doublebill concert part elgenainas september programme,Art
6554,adonis band bring music poetry scent lebanon smalltown egypt fourmember lebanese band adonis perform cairo week,Art
6555,buckwheat zydeco took genre mainstream dead 68,Art
6556,egyptian tenor george wanis sing french production aida egyptian tenor george wanis sing role radames orleans opera production verdi aida,Art
6557,interview jordanian band random house introduce neosufi sound egypt ahram online speaks qais raja singer songwriter guitar player jordanian band random house prior band scheduled concert cairo next week,Art
6558,art alert mozart beethoven coming alexandria opera house week alexandria opera string orchestra conducted ahmed atef hassan sharara solo violinist,Art
6559,art alert cairo opera house open new season gala concert evening include series beloved opera aria,Art
6560,art alert international classical sufi music meet cairo elsawy culturewheel alhadraa band awtar quartet perform project fuse international classical music oriental tune,Art
6561,art alert egypt bibliotheca alexandrina orchestra open new season polish soprano inaugural concert 20162017 season bibliotheca alexandrina orchestra conducted hisham gabr featuring polish soprano jadwiga kirschanek,Art
6562,arabic western classical music syrian musician sell concert germany,Art
6563,art alert guitar piano concert cairo church concert feature work mozart piazzolla diabelli otte rodrigo,Art
6564,one hundred string peaceful brainwave indian classical santoor come egypt india santoor player bipul kumar ray band completed tour around four egypt city spread ancient knowledge positive vibration 5 8 september,Art
6565,art alert lebanese band adonis perform cairo elgenaina theatre band founded early 2011 made name arabic music scene,Art
6566,art alert dear anonymous poetry music evening cairo ’ elsawy culturewheel evening feature ahmed haddad egyptian poet awarded first prize vernacular poetry egyptian ministry culture,Art
6567,art alert algerian singer souad massi close bibliotheca alexandrina intl summer festival 14th edition festival opened 29 july,Art
6568,cairo gentle breeze tania salehs voice saleh sang packed elgenaina theatre one day following concert alexandria part 14th bibliotheca alexandrina summer festival,Art
6569,adrift electric current machine eat man experiment analog synths cairo analog synthesiser rage music around world egypt player field mohamed ragab known machine eat man,Art
